,full_word,pt1,rest
423,چکی,چک,ی
424,ماہرین,ماہر,ین
425,عدالتوں,عدالت,وں
426,پہنچتا,پہنچ,تا
427,رکھی,رکھ,ی
428,سنایا,سنا,یا
429,لےگا,لے,گا
430,خامیاں,خامی,اں
431,جائیدادیں,جائیداد,یں
432,جائیں_گی,جا,ئیں_گی
433,لگےگی,لگ,ےگی
434,منتقلی,منتقل,ی
435,اخبارات,اخبار,ات
436,تاجران,تاجر,ان
437,لائسنس_یافتہ,لائسنس,_یافتہ
438,ہوں,ہو,ں
439,نومنتخبہ,نو,منتخبہ
440,تاجروں,تاجر,وں
441,عمل_آوری,عمل,_آوری
442,پینے,پی,نے
443,امکنہ_جات,امکنہ,_جات
444,جنگی,جنگ,ی
445,خطوط,خط,وط
446,سرکاری,سرکار,ی
447,عملآوری,عمل,آوری
448,بلدیہ,بلدی,ہ
449,باغیوں,باغی,وں
450,دہوں,دہ,وں
451,ڈاکٹرس,ڈاکٹر,س
452,عدم_تقرر,عدم,_تقرر
453,تقررات,تقرر,ات
454,عدم_دستیابی,عدم,_دستیابی
455,عدم_موجودگی,عدم,_موجودگی
456,مریضوں,مریض,وں
457,باتچیت,بات,چیت
458,لگایا,لگا,یا
459,نکالی,نکال,ی
460,فصلیں,فصل,یں
461,کسانوں,کسان,وں
462,ناانصافیاں,ناانصافی,اں
463,درخواستوں,درخواست,وں
464,مستحقین,مستحق,ین
465,ملتے,مل,تے
466,چاہے,چاہ,ے
467,چلی,چل,ی
468,عسکریت_پسندوں,عسکریت_پسند,وں
469,پھینکنے,پھینک,نے
470,بنی,بن,ی
471,فی_الحال,فی,_الحال
472,آئےگا,آ,ئےگا
473,جائیں_گے,جا,ئیں_گے
474,بنائی,بنا,ئی
475,بنیادوں,بنیاد,وں
476,کالیجس,کالیج,س
477,لیکچررس,لیکچرر,س
478,بھیجنے,بھیج,نے
479,بھکتوں,بھکت,وں
480,لےکر,لے,کر
481,کہلائے,کہلا,ئے
482,گائے,گا,ئے
483,بڑھتی,بڑھ,تی
484,صلاحیتوں,صلاحیت,وں
485,بننے,بن,نے
486,دکھاتے,دکھا,تے
487,ناقدین,ناقد,ین
488,عصبیت_پسندوں,عصبیت_پسند,وں
489,مخالفین,مخالف,ین
490,چکائی,چکا,ئی
491,آنا,آ,نا
492,حالات,حال,ات
493,بگڑتی,بگڑ,تی
494,افواہیں,افواہ,یں
495,رہےگا,رہ,ےگا
496,پاتے,پا,تے
497,گیندوں,گیند,وں
498,بنائے,بنا,ئے
499,وکٹیں,وکٹ,یں
500,تعلیم_یافتہ,تعلیم,_یافتہ
501,جئےپور,جئے,پور
502,تحدیدات,تحدید,ات
503,ملی,مل,ی
504,ہتھیاروں,ہتھیار,وں
505,صیانتی,صیانت,ی
506,طویل_مدتی,طویل,_مدتی
507,کارروائیاں,کارروائی,اں
508,کارروائیوں,کارروائی,وں
509,جوا_خانہ,جوا,_خانہ
510,چلایا,چلا,یا
511,نعشیں,نعش,یں
512,زخمیوں,زخمی,وں
513,دکھائے,دکھا,ئے
514,دکھایا,دکھا,یا
515,چپلیں,چپل,یں
516,ٹکرانے,ٹکرا,نے
517,ہٹائی,ہٹا,ئی
518,سی_ڈی,سی,_ڈی
519,شخصیتیں,شخصیت,یں
520,سمجھنے,سمجھ,نے
521,چلائے,چلا,ئے
522,ماوسٹوں,ماوسٹ,وں
523,حامیوں,حامی,وں
524,نوازنے,نواز,نے
525,ضمانتیں,ضمانت,یں
526,9ویں,9,ویں
527,کرائی,کرا,ئی
528,کرکے,کر,کے
529,چھائے,چھا,ئے
530,جھڑپوں,جھڑپ,وں
531,زخموں,زخم,وں
532,اسکولس,اسکول,س
533,کالجس,کالج,س
534,عدالتیں,عدالت,یں
535,بسوں,بس,وں
536,ٹرکوں,ٹرک,وں
537,گاڑیوں,گاڑی,وں
538,سڑکوں,سڑک,وں
539,علحدگی_پسندوں,علحدگی_پسند,وں
540,بات_چیت,بات,_چیت
541,آئیں,آ,ئیں
542,مذاکرات,مذاکرا,ت
543,خیالات,خیال,ات
544,اپنائے,اپنا,ئے
545,خریداری,خرید,اری
546,خریدی,خرید,ی
547,تولنے,تول,نے
548,سکھانے,سکھا,نے
549,دہشت_گرد,دہشت,_گرد
550,پہنچاتی,پہنچا,تی
551,پیا,پی,ا
552,پلایا,پلا,یا
553,گروپوں,گروپ,وں
554,گھولی,گھول,ی
555,پانے,پا,نے
556,پہنچائی,پہنچا,ئی
557,اُتارنے,اُتار,نے
558,جسموں,جسم,وں
559,آتا,آ,تا
560,پہنچنے,پہنچ,نے
561,یہی,یہ,ی
562,جانتا,جان,تا
563,کروائیں,کروا,ئیں
564,سکےگی,سک,ےگی
565,سمجھیں,سمجھ,یں
566,رکاوٹیں,رکاوٹ,یں
567,دیکھےگی,دیکھ,ےگی
568,کھٹکھٹائےگی,کھٹکھٹا,ئےگی
569,سفارشات,سفارش,ات
570,ججس,جج,س
571,سوسائٹیز,سوسائٹی,ز
572,لکھا,لکھ,ا
573,اولیاۓ,اولیا,ۓ
574,دلواتے,دلوا,تے
575,گرمائی,گرما,ئی
576,تعطیلات,تعطیل,ات
577,سکیں,سک,یں
578,نبھائیں,نبھا,ئیں
579,ہوکر,ہو,کر
580,کروڑوں,کروڑ,وں
581,نمٹنے,نمٹ,نے
582,ملے,مل,ے
583,بدعنوانیوں,بدعنوانی,وں
584,تنقیدیں,تنقید,یں
585,تنقیدوں,تنقید,وں
586,روکنے,روک,نے
587,شروعات,شروع,ات
588,کھٹکھٹانے,کھٹکھٹا,نے
589,کرتیں,کر,تیں
590,کرتوتوں,کرتوت,وں
591,گریزاں,گریز,اں
592,رکھتیں,رکھ,تیں
593,سماعتوں,سماعت,وں
594,موضوعات,موضوع,ات
595,اٹھایا,اٹھا,یا
596,مٹا,مٹ,ا
597,مٹایا,مٹا,یا
598,مکتوبات,مکتوب,ات
599,فرماتے,فرما,تے
600,سمجھے,سمجھ,ے
601,خوبیاں,خوبی,اں
602,صفتیں,صفت,یں
603,خوبیوں,خوبی,وں
604,ایشنوں,ایشن,وں
605,کارکنان,کارکن,ان
606,غیرقانونی,غیر,قانونی
607,برسوں,برس,وں
608,پہونچیں_گے,پہونچ,یں_گے
609,نکالنے,نکال,نے
610,پابندیاں,پابندی,اں
611,لگائی,لگا,ئی
612,دلائی,دلا,ئی
613,لگائے,لگا,ئے
614,آزادیوں,آزادی,وں
615,احتجاجیوں,احتجاجی,وں
616,گولیوں,گولی,وں
617,چلنے,چل,نے
618,برسائے,برسا,ئے
619,نظرانداز,نظر,انداز
620,ہلاکتیں,ہلاکت,یں
621,درجنوں,درجن,وں
622,مسافرین,مسافر,ین
623,روکنا,روک,نا
624,لاٹھیاں,لاٹھی,اں
625,برساتے,برسا,تے
626,آکر,آ,کر
627,راہ_گیروں,راہ_گیر,وں
628,طاقتوں,طاقت,وں
629,گوڑا,گوڑ,ا
630,بانٹنا,بانٹ,نا
631,بڑھتے,بڑھ,تے
632,کاٹنے,کاٹ,نے
633,رونے,رو,نے
634,قیمتوں,قیمت,وں
635,بگڑتا,بگڑ,تا
636,صارفین,صارف,ین
637,ترکاریاں,ترکاری,اں
638,خریدنے,خرید,نے
639,گھروں,گھر,وں
640,دکانوں,دکان,وں
641,خریدنا,خرید,نا
642,ترکاریوں,ترکاری,وں
643,قیمتیں,قیمت,یں
644,روپے,روپ,ے
645,رہتی,رہ,تی
646,مارکٹوں,مارکٹ,وں
647,فلک_نما,فلک,_نما
648,غیرسیزن,غیر,سیزن
649,گاہکوں,گاہک,وں
650,فروشوں,فروش,وں
651,پاتا,پا,تا
652,سہولتوں,سہولت,وں
653,عدم_اطمینان,عدم,_اطمینان
654,سہولتیں,سہولت,یں
655,جائےگی,جا,ئےگی
656,کرینگے,کر,ینگے
657,مقبول_عام,مقبول,_عام
658,عوامی,عوام,ی
659,بےشک,بے,شک
660,سلجھے,سلجھ,ے
661,اُلجھنے,اُلجھ,نے
662,ہٹانے,ہٹ,انے
663,لب_کشائی,لب,_کشائی
664,فیصلے,فیصل,ے
665,جاریہ,جاری,ہ
666,انتخابی,انتخاب,ی
667,ریاستی,ریاست,ی
668,ّمئی,ّ,مئی
669,تیاریوں,تیاری,وں
670,دونوں,دون,وں
671,کمی,کم,ی
672,مہمانوں,مہمان,وں
673,تیزرفتار,تیز,رفتار
674,پنچایتوں,پنچایت,وں
675,جنگجوؤں,جنگجو,ؤں
676,لڑنے,لڑ,نے
677,اتحادیوں,اتحادی,وں
678,نکالے,نکال,ے
679,سکریٹریوں,سکریٹری,وں
680,بگڑتے,بگڑ,تے
681,ڈاکٹروں,ڈاکٹر,وں
682,تانتا,تان,تا
683,پڑھائی,پڑھا,ئی
684,امتحانات,امتحان,ات
685,ملازمین,ملازم,ین
686,ورکرس,ورکر,س
687,لوٹی,لوٹ,ی
688,بےقاعدگیوں,بےقاعدگی,وں
689,پہونچےگا,پہونچ,ےگا
690,مفادات,مفاد,ات
691,بننا,بن,نا
692,رونق_افروز,رونق,_افروز
693,دھونے,دھو,نے
694,ہوں_گے,ہو,ں_گے
695,چلائیں_گے,چل,ائیں_گے
696,سرگرمیاں,سرگرمی,اں
697,مشروبات,مشروب,ات
698,لگنا,لگ,نا
699,گرمیوں,گرمی,وں
700,برہمنوں,برہمن,وں
701,پجاریوں,پجاری,وں
702,بھرے,بھر,ے
703,پریشانیوں,پریشانی,وں
704,لگنے,لگ,نے
705,پھیلنے,پھیل,نے
706,بچنے,بچ,نے
707,کمیونٹیز,کمیونٹی,ز
708,کرا,کر,ا
709,سرویسز,سرویس,ز
710,رہائش_گاہوں,رہائش_گاہ,وں
711,پہنچایا,پہنچ,ایا
712,صدرنشین,صدر,نشین
713,ڈرا,ڈر,ا
714,پیسے,پیس,ے
715,سوالات,سوال,ات
716,جٹے,جٹ,ے
717,سونپتے,سونپ,تے
718,ہونگے,ہو,نگے
719,امیدیں,امید,یں
720,ہرانے,ہرا,نے
721,آجائیں,آجا,ئیں
722,عسکریت_پسندوں,عسکریت,_پسندوں
723,فورسیس,فورس,یس
724,دہشتگردوں,دہشت,گردوں
725,بچھائے,بچھا,ئے
726,گذاریں,گذار,یں
727,پسندوں,پسند,وں
728,گزرنے,گزر,نے
729,گزرتا,گزر,تا
730,لڑائیاں,لڑائی,اں
731,جیتیں,جیت,یں
732,ایجادات,ایجاد,ات
733,کرائیں,کرا,ئیں
734,کمائی,کما,ئی
735,جواہرات,جواہر,ات
736,نوازا,نواز,ا
737,سپاہیوں,سپاہی,وں
738,مرتے,مر,تے
739,بنوایا,بنوا,یا
740,لہریں,لہر,یں
741,چومتی,چوم,تی
742,اطمینان_بخش,اطمینان,_بخش
743,گروؤں,گرو,ؤں
744,پارٹیوں,پارٹی,وں
745,کاپٹرس,کاپٹر,س
746,قبل_ازیں,قبل,_ازیں
747,گھٹنے,گھٹ,نے
748,اتفاقی,اتفاق,ی
749,مشرقی,مشرق,ی
750,گھوٹنے,گھوٹ,نے
751,صحافتی,صحافت,ی
752,کھلا,کھل,ا
753,چلانے,چل,انے
754,نکالا,نکال,ا
755,مانتی,مان,تی
756,ہمارے,ہم,ارے
757,رکھتا,رکھ,تا
758,جمعیت,جمعی,ت
759,رکھنا,رکھ,نا
760,علاحدگی_پسند,علاحدگی,_پسند
761,ہمارا,ہم,ارا
762,گزاریں,گزار,یں
763,نکلے,نکل,ے
764,قومیں,قوم,یں
765,کیمپوں,کیمپ,وں
766,بےحد,بے,حد
767,بےبس,بے,بس
768,گرتی,گر,تی
769,سیاست_دانوں,سیاست,_دانوں
770,گھومتے,گھوم,تے
771,پھرے,پھر,ے
772,جتاتے,جتا,تے
773,کانفرنسیں,کانفرنس,یں
774,جوڑا,جوڑ,ا
775,توقعات,توقع,ات
776,اتری,اتر,ی
777,ہارے,ہار,ے
778,جیتے,جیت,ے
779,بےقاعدگیاں,بےقاعدگی,اں
780,تنخواہوں,تنخواہ,وں
781,ٹیکسوں,ٹیکس,وں
782,کمپنیوں,کمپنی,وں
783,کمپنیاں,کمپنی,اں
784,رائےدہندوں,رائےدہند,وں
785,لائیں_گے,لا,ئیں_گے
786,کروائیں_گے,کروا,ئیں_گے
787,تیقنات,تیقن,ات
788,دیہاتیوں,دیہاتی,وں
789,رہتے,رہ,تے
790,مکینوں,مکین,وں
791,رکاوٹوں,رکاوٹ,وں
792,بنتے,بن,تے
793,اثرانداز,اثر,انداز
794,ذمہ_دارانہ,ذمہ,_دارانہ
795,جھکنے,جھک,نے
796,تمام_تر,تمام,_تر
797,ذمہ_داری,ذمہ,_داری
798,صدیوں,صدی,وں
799,جڑے,جڑ,ے
800,پیش_نظر,پیش,_نظر
801,دھمکیوں,دھمکی,وں
802,چاہیے,چاہ,یے
803,تھمنے,تھم,نے
804,نشستیں,نشست,یں
805,کروائے,کروا,ئے
806,ووٹوں,ووٹ,وں
807,جما,جم,ا
808,سکھوں,سکھ,وں
809,حکومتوں,حکومت,وں
810,آنکھیں,آنکھ,یں
811,بیٹھا,بیٹھ,ا
812,مسافروں,مسافر,وں
813,دکانات,دکان,ات
814,پہنچی,پہنچ,ی
815,چھوتی,چھو,تی
816,بڑھا,بڑھ,ا
817,عہدیداران,عہدیدار,ان
818,مالکین,مالک,ین
819,معززین,معزز,ین
820,دلاورپور,دلاور,پور
821,پڑھائی,پڑھ,ائی
822,آر_ایم_پی,آر,_ایم_پی
823,کمشنروں,کمشنر,وں
824,افسروں,افسر,وں
825,موڑنے,موڑ,نے
826,بگڑے,بگڑ,ے
827,کیوںکہ,کیوں,کہ
828,داغے,داغ,ے
829,مہلوکین,مہلوک,ین
830,بینی,بین,ی
831,کروںگا,کر,وںگا
832,بچھانے,بچھا,نے
833,پھیلے,پھیل,ے
834,اٹھا,اٹھ,ا
835,پہنچائیں,پہنچا,ئیں
836,یقیناً,یقینا,ً
837,صورتوں,صورت,وں
838,تبدیلی,تبدیل,ی
839,ملزمین,ملزم,ین
840,بٹورنا,بٹور,نا
841,بتانے,بتا,نے
842,مالکوں,مالک,وں
843,قیام_پذیر,قیام,_پذیر
844,ہیروز,ہیرو,ز
845,ہیروئینس,ہیروئین,س
846,باتوں,بات,وں
847,ہونی,ہو,نی
848,ناموں,نام,وں
849,کھیلا,کھیل,ا
850,انعامات,انعام,ات
851,ڈالا,ڈال,ا
852,انہیں,ان,ہیں
853,کھانے,کھا,نے
854,کھویا,کھو,یا
855,رائے_دہندوں,رائے_دہند,وں
856,ملیں_گے,مل,یں_گے
857,بیان_بازی,بیان,_بازی
858,حقائق,حق,ائق
859,نشریات,نشر,یات
