,full_word,pt1,rest
370,pembajak,pem,bajak
371,menurutnya,menurut,nya
372,berlisensi,ber,lisensi
373,dipegang,di,pegang
374,layanan,layan,an
375,diterima,di,terima
376,diberi,di,beri
377,merambat,me,rambat
378,tumbuhan,tumbuh,an
379,berbatang,ber,batang
380,ancaman,ancam,an
381,Merebak,Me,rebak
382,dugaan,duga,an
383,berfungsi,ber,fungsi
384,pameran,pamer,an
385,berekreasi,be,rekreasi
386,landasan,landas,an
387,penghasil,peng,hasil
388,berdurasi,ber,durasi
389,panggilan,panggil,an
390,Terbaik,Ter,baik
391,diperhatikan,di,perhatikan
392,mengolah,meng,olah
393,mengajak,meng,ajak
394,Pengajar,Peng,ajar
395,saingan,saing,an
396,dipinjam,di,pinjam
397,tergabung,ter,gabung
398,memasuki,me,masuki
399,pimpinan,pimpin,an
400,beradik,ber,adik
401,Pengalaman-pengalaman,Pengalaman-,pengalaman
402,dicatat,di,catat
403,terhubung,ter,hubung
404,memblokade,mem,blokade
405,tertutup,ter,tutup
406,merilis,me,rilis
407,rangkaian,rangkai,an
408,beranak,ber,anak
409,mengadopsi,meng,adopsi
410,tersimpan,ter,simpan
411,miliki,milik,i
412,merusak,me,rusak
413,Kutai,Ku,tai
414,masakan,masak,an
415,berkisar,ber,kisar
416,berpengaruh,ber,pengaruh
417,berkibar,ber,kibar
418,dipantau,di,pantau
419,dikarunia,di,karunia
420,ikatan,ikat,an
421,Berkata,Ber,kata
422,jaringan,jaring,an
423,bimbingan,bimbing,an
424,perolehan,peroleh,an
425,dibangun,di,bangun
426,mendapat,men,dapat
427,Una-una,Una-,una
428,berbicara,ber,bicara
429,lapisan,lapis,an
430,jamuan,jamu,an
431,sebutan,sebut,an
432,tertunda,ter,tunda
433,ditunda,di,tunda
434,berakting,ber,akting
435,larangan,larang,an
436,pembom,pem,bom
437,dipimpin,di,pimpin
438,mengimbas,meng,imbas
439,terkenal,ter,kenal
440,diduga,di,duga
441,pendapat,pen,dapat
442,bermigrasi,ber,migrasi
443,pembalap,pem,balap
444,ditendang,di,tendang
445,teralis,ter,alis
446,dikutuk,di,kutuk
447,bermoral,ber,moral
448,terpesona,ter,pesona
449,membalas,mem,balas
450,berdada,ber,dada
451,ditembak,di,tembak
452,terluka,ter,luka
453,pendiri,pen,diri
454,pelanggan,pe,langgan
455,berwarna,ber,warna
456,membantai,mem,bantai
457,menginfeksi,meng,infeksi
458,petinju,pe,tinju
459,antaranya,antara,nya
460,turunkan,turun,kan
461,berminyak,ber,minyak
462,tepatnya,tepat,nya
463,merenggut,me,renggut
464,bertumbuh,ber,tumbuh
465,merekrut,me,rekrut
466,tersisa,ter,sisa
467,menduduki,men,duduki
468,pembaca,pem,baca
469,pendudukan,penduduk,an
470,pembuka,pem,buka
471,utusan,utus,an
472,bulanan,bulan,an
473,berniat,ber,niat
474,dataran,datar,an
475,bergelombang,ber,gelombang
476,nyanyian,nyanyi,an
477,ternyata,ter,nyata
478,dibayar,di,bayar
479,mengancam,meng,ancam
480,diperoleh,di,peroleh
481,diangkat,di,angkat
482,berpeluang,ber,peluang
483,berlindung,ber,lindung
484,Efek-efek,Efek-,efek
485,terhapus,ter,hapus
486,Sejumlah,Se,jumlah
487,pemenang,pe,menang
488,membongkar,mem,bongkar
489,mengantar,meng,antar
490,dibunuh,di,bunuh
491,berbalik,ber,balik
492,lukisan,lukis,an
493,aturan,atur,an
494,membahas,mem,bahas
495,tersambar,ter,sambar
496,menggenggam,meng,genggam
497,Proses-proses,Proses-,proses
498,dilarang,di,larang
499,bergaul,ber,gaul
500,terpengaruh,ter,pengaruh
501,Mengorbit,Meng,orbit
502,memonitor,me,monitor
503,angkutan,angkut,an
504,rangsangan,rangsang,an
505,diulang,di,ulang
506,pemberi,pem,beri
507,terpenting,ter,penting
508,Tertinggi,Ter,tinggi
509,iringan,iring,an
510,ketukan,ketuk,an
511,pekerjaan,pekerja,an
512,berjenis,ber,jenis
513,latihan,latih,an
514,menganut,meng,anut
515,didominasi,di,dominasi
516,terlarang,ter,larang
517,perajin,pe,rajin
518,berburu,ber,buru
519,pemusik,pe,musik
520,pukulan,pukul,an
521,ditembus,di,tembus
522,mengusir,meng,usir
523,memohon,me,mohon
524,digiring,di,giring
525,bermurah,ber,murah
526,menggapai,meng,gapai
527,berperan,ber,peran
528,bercerita,ber,cerita
529,berjudi,ber,judi
530,berjaga,ber,jaga
531,mengutus,meng,utus
532,pelempar,pe,lempar
533,berambisi,ber,ambisi
534,berhenti,ber,henti
535,berteknologi,ber,teknologi
536,terasa,te,rasa
537,kejutan,kejut,an
538,Biji-biji,Biji-,biji
539,terbungkus,ter,bungkus
540,berlendir,ber,lendir
541,urutan,urut,an
542,Mendengar,Men,dengar
543,berdiameter,ber,diameter
544,Dibuat,Di,buat
545,asuhan,asuh,an
546,bercampur,ber,campur
547,tersendiri,ter,sendiri
548,bertahta,ber,tahta
549,tertantang,ter,tantang
550,jajahan,jajah,an
551,mengejek,meng,ejek
552,Pencakar,Pen,cakar
553,tampilan,tampil,an
554,hukuman,hukum,an
555,bergabung,ber,gabung
556,memburuk,mem,buruk
557,rintangan,rintang,an
558,menghadang,meng,hadang
559,terbuat,ter,buat
560,diikat,di,ikat
561,bersifat,ber,sifat
562,Disebut,Di,sebut
563,Berpikir,Ber,pikir
564,berendah,be,rendah
565,sayangi,sayang,i
566,pembimbing,pem,bimbing
567,dilihat,di,lihat
568,dahulunya,dahulu,nya
569,membagi,mem,bagi
570,mengakses,meng,akses
571,terintegrasi,ter,integrasi
572,tujuannya,tujuan,nya
573,dibagi,di,bagi
574,mengevaluasi,meng,evaluasi
575,dianut,di,anut
576,berbelok,ber,belok
577,bertangkai,ber,tangkai
578,dijahit,di,jahit
579,pengantar,peng,antar
580,Kadang-kadang,Kadang-,kadang
581,diamati,di,amati
582,serapan,serap,an
583,mendengar,men,dengar
584,ulasan,ulas,an
585,terjemahan,terjemah,an
586,bercorak,ber,corak
587,menginspirasi,meng,inspirasi
588,penghubung,peng,hubung
589,tumbukan,tumbuk,an
590,tertumbuk,ter,tumbuk
591,tertulis,ter,tulis
592,lembaran,lembar,an
593,ditangkap,di,tangkap
594,dirasa,di,rasa
595,mengikat,meng,ikat
596,berakar,ber,akar
597,rayakan,raya,kan
598,berbobot,ber,bobot
599,rancangan,rancang,an
600,mencair,men,cair
601,diteliti,di,teliti
602,terkandung,ter,kandung
603,disusul,di,susul
604,ribuan,ribu,an
605,batuan,batu,an
606,membentang,mem,bentang
607,menjunjung,men,junjung
608,mengkaji,meng,kaji
609,tertumpuk,ter,tumpuk
610,lingkungan,lingkung,an
611,bertemu,ber,temu
612,meraih,me,raih
613,berlomba,ber,lomba
614,mencakup,men,cakup
615,seolah-olah,seolah,-olah
616,beristirahat,ber,istirahat
617,ciptaan,cipta,an
618,bermusik,ber,musik
619,berlari,ber,lari
620,menggarap,meng,garap
621,penikmat,pe,nikmat
622,diatom,di,atom
623,terkesan,ter,kesan
624,selesaikan,selesai,kan
625,dilempar,di,lempar
626,mengacu,meng,acu
627,terlaksana,ter,laksana
628,tergantung,ter,gantung
629,pengasuh,peng,asuh
630,bergantung,ber,gantung
631,akibatnya,akibat,nya
632,berpihak,ber,pihak
633,berperang,ber,perang
634,membenci,mem,benci
635,berjarak,ber,jarak
636,ditempuh,di,tempuh
637,dikelola,di,kelola
638,cetakan,cetak,an
639,bermacam,ber,macam
640,sayuran,sayur,an
641,hidangan,hidang,an
642,terputus,ter,putus
643,telurkan,telur,kan
644,tambahan,tambah,an
645,mendaftar,men,daftar
646,terhitung,ter,hitung
647,berinvestasi,ber,investasi
648,beralih,ber,alih
649,menganalisa,meng,analisa
650,kajian,kaji,an
651,menginvestigasi,meng,investigasi
652,mengidentifikasi,meng,identifikasi
653,berjuang,ber,juang
654,dibuang,di,buang
655,dikubur,di,kubur
656,nantinya,nanti,nya
657,pendamping,pen,damping
658,berlatih,ber,latih
659,pelihat,pe,lihat
660,Terhambat,Ter,hambat
661,terhalang,ter,halang
662,warisan,waris,an
663,keluarkan,keluar,kan
664,berumur,ber,umur
665,terkaya,ter,kaya
666,mengintervensi,meng,intervensi
667,terinspirasi,ter,inspirasi
668,mendominasi,men,dominasi
669,Karya-karya,Karya-,karya
670,tergolong,ter,golong
671,bertarif,ber,tarif
672,berpusat,ber,pusat
673,didapat,di,dapat
674,bertarung,ber,tarung
675,gigitan,gigit,an
676,Terletak,Ter,letak
677,bersatu,ber,satu
678,Dirilis,Di,rilis
679,jumpai,jumpa,i
680,tunangan,tunang,an
681,diamandemen,di,amandemen
682,kuburan,kubur,an
683,terbantu,ter,bantu
684,kandungan,kandung,an
685,Daun-daun,Daun-,daun
686,menjari,men,jari
687,terkumpul,ter,kumpul
688,berduri,ber,duri
689,ilmuan,ilmu,an
690,junjungan,junjung,an
691,memberitahu,mem,beritahu
692,bertuan,ber,tuan
693,tawanan,tawan,an
694,bersaing,ber,saing
695,pendidik,pen,didik
696,terbaik,ter,baik
697,bermuara,ber,muara
698,bahasan,bahas,an
699,tenunan,tenun,an
700,ingatan,ingat,an
701,bertindak,ber,tindak
702,jawaban,jawab,an
703,penjawab,pen,jawab
704,anggaran,anggar,an
705,berhak,ber,hak
706,Membina,Mem,bina
707,bermukim,ber,mukim
708,Pendingin,Pen,dingin
709,rumahan,rumah,an
710,berbulan,ber,bulan
711,bertahun,ber,tahun
712,bermotor,ber,motor
713,terdorong,ter,dorong
714,memperpanjang,memper,panjang
715,berjuluk,ber,juluk
716,pemangsa,pe,mangsa
717,pendaki,pen,daki
718,terlindung,ter,lindung
719,berpuasa,ber,puasa
720,sti,st,i
721,kotoran,kotor,an
722,Negara-negara,Negara-,negara
723,pelukis,pe,lukis
724,dicetak,di,cetak
725,berkala,ber,kala
726,mingguan,minggu,an
727,diperbuat,diper,buat
728,khayalan,khayal,an
729,terpendam,ter,pendam
730,berkencan,ber,kencan
731,Batas-batas,Batas-,batas
732,dikukus,di,kukus
733,beresiko,be,resiko
734,Terlahir,Ter,lahir
735,terbiasa,ter,biasa
736,bantahan,bantah,an
737,melingkar,me,lingkar
738,susunan,susun,an
739,mereproduksi,me,reproduksi
740,terbukti,ter,bukti
741,disusun,di,susun
742,dibudidaya,di,budidaya
743,mencaplok,men,caplok
744,disebar,di,sebar
745,bertema,ber,tema
746,bertempat,ber,tempat
747,terdengar,ter,dengar
748,mengarang,meng,arang
749,bermarkas,ber,markas
750,berpenduduk,ber,penduduk
751,sabdakan,sabda,kan
752,Akhir-akhir,Akhir-,akhir
753,tekanan,tekan,an
754,raihan,raih,an
755,batasan,batas,an
756,terkuat,ter,kuat
757,terbaru,ter,baru
758,tertanam,ter,tanam
759,memperlambat,memper,lambat
760,dipaksa,di,paksa
761,berdaulat,ber,daulat
762,Dimulai,Di,mulai
763,giliran,gilir,an
764,angkatan,angkat,an
765,dikenang,di,kenang
766,Ditambah,Di,tambah
767,terbilang,ter,bilang
768,balapan,balap,an
769,berpengalaman,ber,pengalaman
770,Seorang,Se,orang
771,dikirim,di,kirim
772,melekat,me,lekat
773,acuan,acu,an
774,mengkonsumsi,meng,konsumsi
775,berkonotasi,ber,konotasi
776,terkunci,ter,kunci
777,diminta,di,minta
778,terbanyak,ter,banyak
779,terendah,te,rendah
780,Fakta-fakta,Fakta-,fakta
781,berteman,ber,teman
782,tersibuk,ter,sibuk
783,memonopoli,me,monopoli
784,berganti,ber,ganti
785,tercantum,ter,cantum
786,diserang,di,serang
787,Terbukti,Ter,bukti
788,direnovasi,di,renovasi
789,Tergantung,Ter,gantung
790,ditawan,di,tawan
791,bakau,ba,kau
792,berusia,ber,usia
793,berpartisipasi,ber,partisipasi
794,meletus,me,letus
795,Dosen-dosen,Dosen-,dosen
796,berdebat,ber,debat
797,bertukar,ber,tukar
798,mengasah,meng,asah
799,berbahan,ber,bahan
800,berjiwa,ber,jiwa
801,mengantisipasi,meng,antisipasi
802,terjepit,ter,jepit
803,Nabi-nabi,Nabi-,nabi
804,diminum,di,minum
805,mencuci,men,cuci
806,ruangan,ruang,an
807,berevolusi,ber,evolusi
808,berbatu,ber,batu
809,berkiprah,ber,kiprah
810,sejalan,se,jalan
811,triliunan,triliun,an
812,berdaya,ber,daya
813,kulit-,kulit,-
814,dibayang,di,bayang
815,bayangi,bayang,i
816,melaju,me,laju
817,terancam,ter,ancam
818,dikutip,di,kutip
819,tercepat,ter,cepat
820,dievakuasi,di,evakuasi
821,terpisah,ter,pisah
822,siaran,siar,an
823,mengudara,meng,udara
824,berfokus,ber,fokus
825,termuat,ter,muat
826,pelacur,pe,lacur
827,berdarah,ber,darah
828,Mula-mula,Mula-,mula
829,berbahaya,ber,bahaya
830,bersembunyi,ber,sembunyi
831,terbaring,ter,baring
832,bersaudara,ber,saudara
833,mengganggu,meng,ganggu
834,golongan,golong,an
835,berlayar,ber,layar
836,as-,as,-
837,diproses,di,proses
838,ukiran,ukir,an
839,bersandar,ber,sandar
840,masukan,masuk,an
841,Kapal-kapal,Kapal-,kapal
842,merogoh,me,rogoh
843,pilihan,pilih,an
844,bermagnitudo,ber,magnitudo
845,ringkasan,ringkas,an
846,putaran,putar,an
847,terpasang,ter,pasang
848,berasa,ber,asa
849,Orang-orang,Orang-,orang
850,menggali,meng,gali
851,menghilang,meng,hilang
852,sejauh,se,jauh
853,gencatan,gencat,an
854,bersabda,ber,sabda
855,ditanya,di,tanya
856,menanya,me,nanya
857,teratas,ter,atas
858,berwibawa,ber,wibawa
859,membelenggu,mem,belenggu
860,Rata-rata,Rata-,rata
861,ramalan,ramal,an
862,terperdaya,ter,perdaya
863,Kelompok-kelompok,Kelompok-,kelompok
864,tahunan,tahun,an
865,mengundang,meng,undang
866,bercocok,ber,cocok
867,membelah,mem,belah
868,terlempar,ter,lempar
869,ditutup,di,tutup
870,digeser,di,geser
871,bertubuh,ber,tubuh
872,aktifan,aktif,an
873,kunjungan,kunjung,an
874,dilatar,di,latar
875,belakangi,belakang,i
876,tebakan,tebak,an
877,memilik,me,milik
878,terpelihara,ter,pelihara
879,buangan,buang,an
880,pemberontak,pem,berontak
881,pengintai,peng,intai
882,diraih,di,raih
883,dikasih,di,kasih
884,tahapan,tahap,an
885,tatapan,tatap,an
886,berkumpul,ber,kumpul
887,berpikir,ber,pikir
888,tertuang,ter,tuang
889,dijawab,di,jawab
890,bantalan,bantal,an
891,dikarang,di,karang
892,Anak-anak,Anak-,anak
893,Fitur-fitur,Fitur-,fitur
894,membungkus,mem,bungkus
895,bermaksud,ber,maksud
896,gambarkan,gambar,kan
897,pemilik,pe,milik
898,terhormat,ter,hormat
899,diajak,di,ajak
900,berkurang,ber,kurang
901,tegangan,tegang,an
902,dibalik,di,balik
903,dihukum,di,hukum
904,bertenaga,ber,tenaga
905,julukan,juluk,an
906,beraneka,ber,aneka
907,berlanjut,ber,lanjut
908,disangkal,di,sangkal
909,jumpa,jump,a
910,agaknya,agak,nya
911,bertenung,ber,tenung
912,salahkan,salah,kan
913,satuan,satu,an
914,termuda,ter,muda
915,dibanding,di,banding
916,luapan,luap,an
917,lulusan,lulus,an
918,menghantam,meng,hantam
919,memperbesar,memper,besar
920,Ide-ide,Ide-,ide
921,mendorong,men,dorong
922,berpangkat,ber,pangkat
923,mempertimbang,memper,timbang
924,merintis,me,rintis
925,berkarier,ber,karier
926,merekayasa,me,rekayasa
927,lekatkan,lekat,kan
928,pengikut,peng,ikut
929,termakan,ter,makan
930,hasutan,hasut,an
931,terbayang,ter,bayang
932,pinggiran,pinggir,an
933,bersuami,ber,suami
934,mengklaim,meng,klaim
935,ci,c,i
936,dilalap,di,lalap
937,diperburuk,diper,buruk
938,Pemenang,Pe,menang
939,Nama-nama,Nama-,nama
940,berturut,ber,turut
941,terbunuh,ter,bunuh
942,bergolak,ber,golak
943,membujuk,mem,bujuk
944,berlaku,ber,laku
945,minuman,minum,an
946,memperistri,memper,istri
947,didorong,di,dorong
948,jatuhan,jatuh,an
949,merangsang,me,rangsang
950,ditahan,di,tahan
951,perantaraan,perantara,an
952,katakan,kata,kan
953,terungkap,ter,ungkap
954,berbakat,ber,bakat
955,ucapkan,ucap,kan
956,anjurkan,anjur,kan
957,penderita,pen,derita
958,menjahit,men,jahit
959,dipacu,di,pacu
960,menggambar,meng,gambar
961,mengkritik,meng,kritik
962,mempunya,mem,punya
963,memuat,me,muat
964,unggulan,unggul,an
965,bersinar,ber,sinar
966,pewaris,pe,waris
967,mencerna,men,cerna
968,berputra,ber,putra
969,mereda,me,reda
970,Menjadi,Men,jadi
971,terpercaya,ter,percaya
972,bergunung,ber,gunung
973,mengorganisasi,meng,organisasi
974,memodifikasi,me,modifikasi
975,ditiup,di,tiup
976,dikayuh,di,kayuh
977,mengangkut,meng,angkut
978,dipahat,di,pahat
979,sayangnya,sayang,nya
980,lingkaran,lingkar,an
981,diperkuat,diper,kuat
982,mendobrak,men,dobrak
983,cairan,cair,an
984,tunjangan,tunjang,an
985,pengamatan,pengamat,an
986,penganut,peng,anut
987,segalanya,segala,nya
988,ditanda,di,tanda
989,tangani,tangan,i
990,beraroma,ber,aroma
991,berbau,ber,bau
992,berhutan,ber,hutan
993,dialami,di,alami
994,hitungan,hitung,an
995,pembatas,pem,batas
996,pengawas,peng,awas
997,pengaman,peng,aman
998,Gereja-gereja,Gereja-,gereja
999,berangkai,be,rangkai
1000,berlemak,ber,lemak
1001,gorengan,goreng,an
1002,Didukung,Di,dukung
1003,diderita,di,derita
1004,melipat,me,lipat
1005,bertugas,ber,tugas
1006,dipukul,di,pukul
1007,sapuan,sapu,an
1008,berkolaborasi,ber,kolaborasi
1009,Surah-surah,Surah-,surah
1010,bersinergi,ber,sinergi
1011,dipercaya,di,percaya
1012,berkembangbiak,ber,kembangbiak
1013,"14,8",14,",8"
1014,berutang,ber,utang
1015,dipecah,di,pecah
1016,terfokus,ter,fokus
1017,pemburu,pem,buru
