,full_word,pt1,rest
244,પીરસૈયો,પીરસૈય,ો
245,બંબો,બંબ,ો
246,દેડકો,દેડક,ો
247,કરવૈયો,કરવૈય,ો
248,વાવાઝોડું,કરવૈય,ો
249,વાવાઝોડું,વાવાઝોડ,ું
250,પીયો,પીય,ો
251,કાંસકો,પીય,ો
252,કાંસકો,કાંસક,ો
253,અણુધડાકો,કાંસક,ો
254,અણુધડાકો,અણુધડાક,ો
255,કચકડું,અણુધડાક,ો
256,કચકડું,કચકડ,ું
257,લિફાફો,કચકડ,ું
258,લિફાફો,લિફાફ,ો
259,અંગૂઠો,અંગૂઠ,ો
260,થાળીવાજું,અંગૂઠ,ો
261,થાળીવાજું,થાળીવાજ,ું
262,ગાંજો,થાળીવાજ,ું
263,ગાંજો,ગાંજ,ો
264,ટોકળો,ટોકળ,ો
265,નદી,ટોકળ,ો
266,કાંઠો,ટોકળ,ો
267,કાંઠો,કાંઠ,ો
268,દાતરડું,કાંઠ,ો
269,દાતરડું,દાતરડ,ું
270,ઝાંપો,દાતરડ,ું
271,ઝાંપો,ઝાંપ,ો
272,ડોકું,ઝાંપ,ો
273,ડોકું,ડોક,ું
274,પરમિયો,પરમિય,ો
275,દેડકી,પરમિય,ો
276,ઢોકળું,પરમિય,ો
277,ઢોકળું,ઢોકળ,ું
278,વધાઈ,ઢોકળ,ું
279,લડવૈયો,લડવૈય,ો
280,માંડવો,લડવૈય,ો
281,માંડવો,માંડવ,ો
282,કૂકડો,કૂકડ,ો
283,તારો,કૂકડ,ો
284,તારો,તાર,ો
285,વીમો,વીમ,ો
286,તાવડીવાજું,વીમ,ો
287,તાવડીવાજું,તાવડીવાજ,ું
288,હોવાપણું,તાવડીવાજ,ું
289,હોવાપણું,હોવાપણ,ું
290,ધગડો,ધગડ,ો
291,ઊંબરોો,ઊંબરો,ો
292,જીવનસંધ્યા,ઊંબરો,ો
293,સ્વવીમો,સ્વવીમ,ો
294,શેરડી,સ્વવીમ,ો
295,ખાડી,સ્વવીમ,ો
296,રોકડિયો,રોકડિય,ો
297,આટો,આટ,ો
298,સફેદો,સફેદ,ો
299,કૂવો,કૂવ,ો
300,પેચિયું,કૂવ,ો
301,પેચિયું,પેચિય,ું
302,નરઘું,પેચિય,ું
303,નરઘું,નરઘ,ું
304,નચવૈયો,નચવૈય,ો
305,પીંછું,નચવૈય,ો
306,પીંછું,પીંછ,ું
307,મેહુલિયો,મેહુલિય,ો
308,પતંગિયું,મેહુલિય,ો
309,પતંગિયું,પતંગિય,ું
310,નોરતું,પતંગિય,ું
311,નોરતું,નોરત,ું
312,તડકો,તડક,ો
313,વંશાવળી,તડક,ો
314,થાપો,તડક,ો
315,થાપો,થાપ,ો
316,નાવલિયો,થાપ,ો
317,નાવલિયો,નાવલિય,ો
318,ગોળો,ગોળ,ો
319,પ્યાલો,ગોળ,ો
320,પ્યાલો,પ્યાલ,ો
321,રૂપું,પ્યાલ,ો
322,રૂપું,રૂપ,ું
323,કિનારો,રૂપ,ું
324,કિનારો,કિનાર,ો
325,ટિંગણિયું,કિનાર,ો
326,ટિંગણિયું,ટિંગણિય,ું
327,રસી,ટિંગણિય,ું
328,એરું,ટિંગણિય,ું
329,એરું,એર,ું
330,કૂતરો,કૂતર,ો
331,પડઘો,પડઘ,ો
332,નિભાડો,પડઘ,ો
333,નિભાડો,નિભાડ,ો
334,ચમચી,નિભાડ,ો
335,પૈડું,નિભાડ,ો
336,પૈડું,પૈડ,ું
337,ચૂંટણીઢંઢેરો,ચૂંટણીઢંઢેર,ો
338,રંગરખું,ચૂંટણીઢંઢેર,ો
339,રંગરખું,રંગરખ,ું
340,કૂલો,કૂલ,ો
341,ધંધો,ધંધ,ો
342,વંટોળિયો,વંટોળિય,ો
343,પપોપૈયું,વંટોળિય,ો
344,પપોપૈયું,પપોપૈય,ું
345,ચુકાદો,પપોપૈય,ું
346,ચુકાદો,ચુકાદ,ો
347,ઝૂલો,ઝૂલ,ો
348,નૈયું,ઝૂલ,ો
349,નૈયું,નૈય,ું
350,જડબું,નૈય,ું
351,જડબું,જડબ,ું
352,ફૂલું,જડબ,ું
353,ફૂલું,ફૂલ,ું
354,આરિયું,ફૂલ,ું
355,આરિયું,આરિય,ું
356,કુંવારપાઠું,આરિય,ું
357,કુંવારપાઠું,કુંવારપાઠ,ું
358,ફેરિયો,ફેરિય,ો
359,છોકરો,છોકર,ો
360,સામો,છોકર,ો
361,સામો,સામ,ો
362,માથેમીંડું,સામ,ો
363,હુંપણું,સામ,ો
364,હુંપણું,હુંપણ,ું
365,સોનું,હુંપણ,ું
366,સોનું,સોન,ું
367,મીઠાવેરો,સોન,ું
368,રમકડું,સોન,ું
369,રમકડું,રમકડ,ું
370,તકિયો,તકિય,ો
371,ડાઘો,તકિય,ો
372,ડાઘો,ડાઘ,ો
373,જીરું,ડાઘ,ો
374,જીરું,જીર,ું
375,અથાણું,જીર,ું
376,અથાણું,અથાણ,ું
377,નાકું,અથાણ,ું
378,નાકું,નાક,ું
379,પીળાપણું,નાક,ું
380,પીળાપણું,પીળાપણ,ું
381,ચહેરો,ચહેર,ો
382,કોળું,ચહેર,ો
383,કોળું,કોળ,ું
384,ધારો,કોળ,ું
385,ધારો,ધાર,ો
386,ઘસિયો,ઘસિય,ો
387,સાથિયો,ઘસિય,ો
388,સાથિયો,સાથિય,ો
389,સસલો,સસલ,ો
390,અઠવાડિયું,સસલ,ો
391,અઠવાડિયું,અઠવાડિય,ું
392,કંસારો,અઠવાડિય,ું
393,કંસારો,કંસાર,ો
394,હૈયું,કંસાર,ો
395,હૈયું,હૈય,ું
396,બપૈયો,બપૈય,ો
397,હીંચકો,હીંચક,ો
398,કીડો,કીડ,ો
399,ખટારો,કીડ,ો
400,ખટારો,ખટાર,ો
401,દાયકો,ખટાર,ો
402,દાયકો,દાયક,ો
403,કેદખાનું,દાયક,ો
404,તબક્કો,તબક્ક,ો
405,અરીસો,અરીસ,ો
406,ફૂદું,અરીસ,ો
407,ફૂદું,ફૂદ,ું
408,પુસ્તકમેળો,પુસ્તકમેળ,ો
409,પરબીડિયું,પુસ્તકમેળ,ો
410,પરબીડિયું,પરબીડિય,ું
411,ઓરડો,ઓરડ,ો
412,પગદડો,પગદડ,ો
413,છૂંદો,છૂંદ,ો
414,ભમરડો,ભમરડ,ો
415,જૂતું,ભમરડ,ો
416,જૂતું,જૂત,ું
417,રાજીનામું,જૂત,ું
418,રાજીનામું,રાજીનામ,ું
419,શેલડી,રાજીનામ,ું
420,છકડું,રાજીનામ,ું
421,છકડું,છકડ,ું
422,ચીપડો,ચીપડ,ો
423,ઉનાળો,ચીપડ,ો
424,ઉનાળો,ઉનાળ,ો
425,ચિટ્ઠો,ચિટ્ઠ,ો
426,દીંટું,ચિટ્ઠ,ો
427,દીંટું,દીંટ,ું
428,બાજરો,દીંટ,ું
429,બાજરો,બાજર,ો
430,જીભડી,બાજર,ો
431,ચેલું,બાજર,ો
432,ચેલું,ચેલ,ું
433,સરગી,ચેલ,ું
434,કેરબો,કેરબ,ો
435,જીવડું,કેરબ,ો
436,જીવડું,જીવડ,ું
437,ટીલું,જીવડ,ું
438,ટીલું,ટીલ,ું
439,મીઠું,ટીલ,ું
440,મીઠું,મીઠ,ું
441,પુનઃફાળવણી,મીઠ,ું
442,પોદળો,પોદળ,ો
443,ખેવૈયો,ખેવૈય,ો
444,સુફરિયું,ખેવૈય,ો
445,સુફરિયું,સુફરિય,ું
446,કોપરું,સુફરિય,ું
447,કોપરું,કોપર,ું
448,પટોળું,કોપર,ું
449,પટોળું,પટોળ,ું
450,ટૂંટિયું,પટોળ,ું
451,ટૂંટિયું,ટૂંટિય,ું
452,ઘરવેરો,ઘરવેર,ો
453,વાપરવું,વાપર,વું
454,અપાકર્ષવું,અપાકર્ષ,વું
455,નડવું,નડ,વું
456,માનવું,માન,વું
457,પડવું,પડ,વું
458,લાવવું,લાવ,વું
459,દોડવું,દોડ,વું
460,નકારવું,નકાર,વું
461,સીવવું,નકાર,વું
462,સીવવું,સીવ,વું
463,સાંભળવું,સાંભળ,વું
464,હણવું,હણ,વું
465,બચવું,બચ,વું
466,વખાણવું,વખાણ,વું
467,સૂંઘવું,સૂંઘ,વું
468,ખેડવું,ખેડ,વું
469,વાવવું,વાવ,વું
470,કોતરવું,કોતર,વું
471,શીખવું,કોતર,વું
472,શીખવું,શીખ,વું
473,સમજવું,સમજ,વું
474,દોરવું,દોર,વું
475,બગડવું,બગડ,વું
476,શોધવું,શોધ,વું
477,ધ્રૂજવું,ધ્રૂજ,વું
478,ઉથલાવવું,ઉથલાવ,વું
479,વહેરવું,વહેર,વું
480,હસવું,હસ,વું
481,અપાડવું,અપાડ,વું
482,વાંચવું,વાંચ,વું
483,શેકવું,શેક,વું
484,ડૂબવું,ડૂબ,વું
485,ઝઘડવું,ઝઘડ,વું
486,અટકવું,અટક,વું
487,જન્મવું,જન્મ,વું
488,ભાળવું,ભાળ,વું
489,મરવું,મર,વું
490,આથમવું,આથમ,વું
491,સ્વીકારવું,આથમ,વું
492,સ્વીકારવું,સ્વીકાર,વું
493,જવું,જ,વું
494,આવવું,આવ,વું
495,સાહિત્યચોરવું,સાહિત્યચોર,વું
496,નહાવું,નહા,વું
497,વામવું,વામ,વું
498,ઉપાડવું,ઉપાડ,વું
499,તરવું,તર,વું
500,વર્તવું,વર્ત,વું
501,હગવું,હગ,વું
502,સર્જવું,સર્જ,વું
503,બોલવું,બોલ,વું
504,શણગારવું,શણગાર,વું
505,અવતરવું,અવતર,વું
506,વિચારવું,વિચાર,વું
507,નાખવું,નાખ,વું
508,ઇચ્છવું,ઇચ્છ,વું
509,હરાવવું,હરાવ,વું
510,ભાંભરવું,ભાંભર,વું
511,ડરવું,ડર,વું
512,બનવું,બન,વું
513,જમવું,જમ,વું
514,આમળવું,આમળ,વું
515,અડવું,અડ,વું
516,ગમવું,ગમ,વું
517,કરવું,કર,વું
518,તાકવું,તાક,વું
519,આપવું,આપ,વું
520,હકાલવું,હકાલ,વું
521,આવડવું,આવડ,વું
522,પચવું,પચ,વું
523,વધવું,વધ,વું
524,રડવું,રડ,વું
525,સડવું,સડ,વું
526,નાચવું,નાચ,વું
527,તપાસવું,તપાસ,વું
528,ચાલવું,ચાલ,વું
529,ખરીદવું,ચાલ,વું
530,ખરીદવું,ખરીદ,વું
531,શકવું,શક,વું
532,લખવું,લખ,વું
533,સમજાવવું,સમજાવ,વું
534,બબડવું,બબડ,વું
535,જણવું,જણ,વું
536,હારવું,હાર,વું
537,સળગવું,સળગ,વું
538,થૂંકવું,થૂંક,વું
539,નિખારવું,નિખાર,વું
540,રમવું,રમ,વું
541,પૂછવું,પૂછ,વું
542,હંકારવું,હંકાર,વું
543,ખીલવું,હંકાર,વું
544,ખીલવું,ખીલ,વું
545,રીઝવું,ખીલ,વું
546,રીઝવું,રીઝ,વું
