,full_word,pt1,rest
64,பகுதிகளில்,பகுதி,களில்
65,இணைப்புகள்,இணைப்பு,கள்
66,இந்தப்,இந்த,ப்
67,இந்தியாவில்,இந்தியா,வில்
68,வாழ்வதற்கு,வாழ்,வதற்கு
69,அமைந்த்,அமை,ந்த்
70,ஒழுங்குமுறைச்,ஒழுங்குமுறை,ச்
71,எதிர்த்து,எதிர்,த்து
72,கிளர்ந்து,கிளர்,ந்து
73,எழுந்து,எழு,ந்து
74,மிகச்,மிக,ச்
75,நாடுகள்,நாடு,கள்
76,இந்தியாவுக்கு,இந்தியா,வுக்கு
77,78வது,78,வது
78,கிடைத்த்,கிடை,த்த்
79,பத்திரிகைய்,பத்திரிகை,ய்
80,நாடுகளில்,நாடு,களில்
81,அடிப்படைய்,அடிப்படை,ய்
82,வைத்துத்,வை,த்துத்
83,தொகுத்ததில்,தொகு,த்ததில்
84,இந்தியாவின்,இந்தியா,வின்
85,59வது,59,வது
86,66வது,66,வது
87,89வது,89,வது
88,பிடித்த,பிடி,த்த
89,11வது,11,வது
90,12வது,12,வது
91,14வது,14,வது
92,முறையாக,முறை,யாக
93,நாடுகளைப்,நாடு,களைப்
94,கருத்துக்,கருத்து,க்
95,சர்வேயில்,சர்வே,யில்
96,முடிவுகள்,முடிவு,கள்
97,தெரிய,தெரி,ய
98,வாசகர்களிடம்,வாசகர்,களிடம்
99,முறையில்,முறை,யில்
100,கருதும்,கருது,ம்
101,பிறக்க,பிற,க்க
102,விரும்புகிறீர்கள்,விரும்பு,கிறீர்கள்
103,கிடைத்ததில்,கிடை,த்ததில்
104,அந்தப்,அந்த,ப்
105,பத்திரிகையின்,பத்திரிகை,யின்
106,தெரிவிக்கப்,தெரிவி,க்கப்
107,நேசிக்கப்,நேசி,க்கப்
108,தலைவர்கள்,தலைவர்,கள்
109,என்ற,என்,ற
110,பிடித்தார்,பிடி,த்தார்
111,என்பது,என்,பது
112,எம்பிக்களுக்கு,எம்பி,க்களுக்கு
113,அறிவிக்கப்,அறிவி,க்கப்
114,படிகளை,படி,களை
115,தலைமையில்,தலைமை,யில்
116,அமைச்சரவைக்,அமைச்சரவை,க்
117,முடிவெடுக்கப்,முடிவெடு,க்கப்
118,எம்பிக்களுக்க்,எம்பி,க்களுக்க்
119,கூட்டுக்,கூட்டு,க்
120,செய்த்,செய்,த்
121,இருந்தது,இரு,ந்தது
122,எம்பிக்களின்,எம்பி,க்களின்
123,எம்பிக்களில்,எம்பி,க்களில்
124,தெரிவித்தனர்,தெரிவி,த்தனர்
125,முகர்ஜியை,முகர்ஜி,யை
126,சனிக்கிழமைய்,சனிக்கிழமை,ய்
127,சந்தித்தனர்,சந்தி,த்தனர்
128,எடுக்கும்,எடு,க்கும்
129,இருந்தார்,இரு,ந்தார்
130,எதிர்கட்சித்,எதிர்கட்சி,த்
131,ஜெயலலிதாவை,ஜெயலலிதா,வை
132,சந்தித்துப்,சந்தி,த்துப்
133,மனைவிய்,மனைவி,ய்
134,ஆவணித்,ஆவணி,த்
135,இத்திருவிழா,இத்,திருவிழா
136,தொடர்ந்து,தொடர்,ந்து
137,நடைபெறுகிறது,நடைபெறு,கிறது
138,மணிக்கு,மணி,க்கு
139,நடைதிறக்கப்,நடைதிற,க்கப்
140,வெள்ளிப்,வெள்ளி,ப்
141,வைத்து,வை,த்து
142,சந்திகள்,சந்தி,கள்
143,வழியாக,வழி,யாக
144,பக்தர்களில்,பக்தர்,களில்
145,சிவாச்சாரியர்களால்,சிவாச்சாரியர்,களால்
146,இங்கிலாந்துக்கு,இங்கிலாந்து,க்கு
147,போட்டியில்,போட்டி,யில்
148,வீரர்கள்,வீரர்,கள்
149,அவர்களுக்கு,அவர்,களுக்கு
150,விதிக்க,விதி,க்க
151,அணியின்,அணி,யின்
152,விடுத்துள்ளார்,விடு,த்துள்ளார்
153,கிரிக்கெட்டில்,கிரிக்கெட்,டில்
154,மோசடிக்கு,மோசடி,க்கு
155,தடைவிதிக்க,தடைவிதி,க்க
156,என்றார்,என்,றார்
157,அளிக்க,அளி,க்க
158,நிதியை,நிதி,யை
159,ஏற்றுக்கொள்வத்,ஏற்றுக்கொள்,வத்
160,அறிவித்த,அறிவி,த்த
161,உதவியை,உதவி,யை
162,நேரடியாக,நேரடி,யாக
163,ஏற்றுக்கொள்ளாமல்,ஏற்றுக்கொள்,ளாமல்
164,தீர்மானித்த்,தீர்மானி,த்த்
165,சபையின்,சபை,யின்
166,குழுக்கள்,குழு,க்கள்
167,நடவடிக்கைகளில்,நடவடிக்கை,களில்
168,வருகின்றன,வரு,கின்றன
169,அளிக்கும்,அளி,க்கும்
170,உள்ளோம்,உள்,ளோம்
171,வெளியுறவுத்,வெளியுறவு,த்
172,தெரிவித்தார்,தெரிவி,த்தார்
173,கொள்கைப்,கொள்கை,ப்
174,இலங்கையில்,இலங்கை,யில்
175,முடிவடைந்ததைத்,முடிவடை,ந்ததைத்
176,இலங்கைய்,இலங்கை,ய்
177,தோனியைத்,தோனி,யைத்
178,புறப்பட்டுச்,புறப்பட்ட,ுச்
179,சென்னையில்,சென்னை,யில்
180,செய்யப்,செய்,யப்
181,விழாவில்,விழா,வில்
182,கலந்து,கல,ந்து
183,கொள்வார்,கொள்,வார்
184,எதிர்பார்க்கப்,எதிர்பார்,க்கப்
185,படுகிறது,படு,கிறது
186,போட்டியின்,போட்டி,யின்
187,விக்கெட்டுகளை,விக்கெட்டு,களை
188,பெருமையைப்,பெருமை,யைப்
189,கௌரவிக்க,கௌரவி,க்க
190,உள்ளத்,உள்,ளத்
191,தகவல்கள்,தகவல்,கள்
192,தெரிவித்தன,தெரிவி,த்தன
193,பாதுகாப்புப்,பாதுகாப்பு,ப்
194,படைக்கு,படை,க்கு
195,இருந்த,இரு,ந்த
196,உயிரிழந்தத்,உயிரிழ,ந்தத்
197,வருவத்,வரு,வத்
198,தொலைக்காட்சியில்,தொலைக்காட்சி,யில்
199,பேசும்,பேசு,ம்
200,தேடும்,தேடு,ம்
201,பணியில்,பணி,யில்
202,படையின்,படை,யின்
203,கங்கையை,கங்கை,யை
204,தொழிற்சாலைகள்,தொழிற்சாலை,கள்
205,தெரிவித்த்,தெரிவி,த்த்
206,28-ம்,28,-ம்
207,நதிநீர்ப்,நதிநீர்,ப்
208,சுத்தப்படுத்துவதில்,சுத்தப்படுத்து,வதில்
209,மாசுக்,மாசு,க்
210,விமர்சித்த்,விமர்சி,த்த்
211,நதியை,நதி,யை
212,நடவடிக்கைகள்,நடவடிக்கை,கள்
213,துறைக்கு,துறை,க்கு
214,சிறையில்,சிறை,யில்
215,அடைக்க,அடை,க்க
216,மீனவர்கள்,மீனவர்,கள்
217,தண்டனைக்,தண்டனை,க்
218,அவர்கள்,அவர்,கள்
219,அடைக்கப்,அடை,க்கப்
220,விடுவிக்கப்,விடுவி,க்கப்
221,சிறைச்சாலையின்,சிறைச்சாலை,யின்
222,பிடிக்கும்,பிடி,க்கும்
223,படுகின்றனர்,படு,கின்றனர்
224,நம்புவத்,நம்பு,வத்
225,வெளியான,வெளி,யான
226,போவத்,போ,வத்
227,அதிகரித்த்,அதிகரி,த்த்
228,குறைந்து,குறை,ந்து
229,தெரிவித்த,தெரிவி,த்த
230,வதந்திகளுக்க்,வதந்தி,களுக்க்
231,வீரர்களை,வீரர்,களை
232,செய்ய,செய்,ய
233,எனப்படும்,எனப்படு,ம்
234,நிகழ்வுகளை,நிகழ்வு,களை
235,முன்கூட்டியே,முன்கூட்டி,யே
236,தீர்மானிக்கும்,தீர்மானி,க்கும்
237,மோசடியுடன்,மோசடி,யுடன்
238,தொடர்புடையதாக,தொடர்பு,டையதாக
239,இருக்கும்,இரு,க்கும்
240,அணித்,அணி,த்
241,விசாரிக்கவ்,விசாரி,க்கவ்
242,கூடும்,கூடு,ம்
243,செய்தியாளர்களிடம்,செய்தியாளர்,களிடம்
244,வீரர்களைய்,வீரர்,களைய்
245,விசாரிப்பத்,விசாரி,ப்பத்
246,மீதும்,மீது,ம்
247,விசாரணையை,விசாரணை,யை
248,எதிர்கொள்வதற்க்,எதிர்கொள்,வதற்க்
249,நியமிக்கப்,நியமி,க்கப்
250,இருப்பத்,இரு,ப்பத்
251,இருக்கிறார்,இரு,க்கிறார்
252,சென்னைய்,சென்னை,ய்
253,எஸ்டேட்டிற்கு,எஸ்டேட்,டிற்கு
254,வழியில்,வழி,யில்
255,எல்லைய்,எல்லை,ய்
256,குஞ்சப்பனையில்,குஞ்சப்பனை,யில்
257,ஊராட்சித்,ஊராட்சி,த்
258,அளித்தனர்,அளி,த்தனர்
259,அளிக்கப்,அளி,க்கப்
260,பிரமுகர்கள்,பிரமுகர்,கள்
261,வழியெங்கும்,வழியெங்கு,ம்
262,வரவேற்புகளில்,வரவேற்பு,களில்
263,அளித்த,அளி,த்த
264,பூங்கொத்துகளை,பூங்கொத்து,களை
265,எஸ்டேட்டில்,எஸ்டேட்,டில்
266,இருந்து,இரு,ந்து
267,பணிகளை,பணி,களை
268,மேற்கொள்ள,மேற்கொள்,ள
269,தலைமைச்,தலைமை,ச்
270,வகித்து,வகி,த்து
271,விழிப்புப்,விழிப்பு,ப்
272,வாழ்த்துகளைத்,வாழ்த்து,களைத்
273,தெரிவித்து,தெரிவி,த்து
274,பொறுப்புகளை,பொறுப்பு,களை
275,மாலதிய்,மாலதி,ய்
276,ஒப்படைத்தார்,ஒப்படை,த்தார்
277,1977-ம்,1977,-ம்
278,அணியைச்,அணி,யைச்
279,சேர்ந்தவர்,சேர்,ந்தவர்
280,தஞ்சையை,தஞ்சை,யை
281,1954-ம்,1954,-ம்
282,பிறந்தார்,பிற,ந்தார்
283,தெரிந்தவர்,தெரி,ந்தவர்
284,சென்னைப்,சென்னை,ப்
285,படித்த,படி,த்த
286,குறித்த,குறி,த்த
287,படித்தார்,படி,த்தார்
288,திருச்சியில்,திருச்சி,யில்
289,பணியைத்,பணி,யைத்
290,பொதுத்,பொது,த்
291,துறைகளில்,துறை,களில்
292,இணைச்,இணை,ச்
293,வகித்தார்,வகி,த்தார்
294,1987-ம்,1987,-ம்
295,1992-ம்,1992,-ம்
296,பயிற்சித்,பயிற்சி,த்
297,சிறப்புச்,சிறப்பு,ச்
298,1996-ம்,1996,-ம்
299,2001-ம்,2001,-ம்
300,ஆண்டுகளுக்கு,ஆண்டு,களுக்கு
301,2006-ம்,2006,-ம்
302,பிற்பகுதியில்,பிற்பகுதி,யில்
303,உள்துறைச்,உள்துறை,ச்
304,ஆட்சியில்,ஆட்சி,யில்
305,பெருமையை,பெருமை,யை
306,1-ம்,1,-ம்
307,சரியாக,சரி,யாக
308,ஆண்டுகளுக்குப்,ஆண்டு,களுக்குப்
309,கோவையில்,கோவை,யில்
310,பணிகளுக்க்,பணி,களுக்க்
311,முயற்சியால்,முயற்சி,யால்
312,தமிழ்ச்,தமிழ்,ச்
313,முடிக்கப்,முடி,க்கப்
314,கூட்டுப்,கூட்டு,ப்
315,சாதனைய்,சாதனை,ய்
316,கருதுகிறேன்,கருது,கிறேன்
317,பதவிய்,பதவி,ய்
318,நியமிக்கக்,நியமி,க்கக்
319,தெரிகிறது,தெரி,கிறது
320,பெறுவதற்கு,பெறு,வதற்கு
321,பதவிக்கு,பதவி,க்கு
322,படுவதற்க்,படு,வதற்க்
323,வாய்ப்புகள்,வாய்ப்பு,கள்
324,பெண்கள்,பெண்,கள்
325,பொறுப்புகளில்,பொறுப்பு,களில்
326,பதவிகளில்,பதவி,களில்
327,இருப்பது,இரு,ப்பது
328,முல்லைப்,முல்லை,ப்
329,அணையை,அணை,யை
330,உடைத்தால்,உடை,த்தால்
331,விளைவுகள்,விளைவு,கள்
332,ஏற்படுத்தும்,ஏற்படுத்து,ம்
333,செய்து,செய்,து
334,விசாரணையில்,விசாரணை,யில்
335,நினைத்து,நினை,த்து
336,கட்டுவதற்க்,கட்டு,வதற்க்
337,முயற்சிகளை,முயற்சி,களை
338,எடுத்து,எடு,த்து
339,வருகிறது,வரு,கிறது
340,இப்பிரச்னை,இப்,பிரச்னை
341,மாற்றுவதற்கு,மாற்று,வதற்கு
342,கருணாநிதியின்,கருணாநிதி,யின்
343,அனுமதியின்,அனுமதி,யின்
344,கட்டுவோம்,கட்டு,வோம்
345,அறிவிக்கிறது,அறிவி,க்கிறது
346,உடைப்பது,உடை,ப்பது
347,ஏற்பாடுகள்,ஏற்பாடு,கள்
348,உடைக்கப்,உடை,க்கப்
349,பாதிக்க,பாதி,க்க
350,கிடைக்காது,கிடை,க்காது
351,என்பதை,என்,பதை
352,பிரச்னையில்,பிரச்னை,யில்
353,பின்னடைவுக்கு,பின்னடைவு,க்கு
354,முழுக்,முழு,க்
355,நிலவுகிறது,நிலவு,கிறது
356,செப்.15-ம்,செப்.15,-ம்
357,பிறந்த,பிற,ந்த
358,இளைஞர்கள்,இளைஞர்,கள்
359,பாதிக்கப்,பாதி,க்கப்
360,முகாம்களில்,முகாம்,களில்
361,தமிழர்களுக்கு,தமிழர்,களுக்கு
362,உதவிகளைய்,உதவி,களைய்
363,செய்யும்,செய்,யும்
364,துறைச்,துறை,ச்
365,தமிழர்களைச்,தமிழர்,களைச்
366,சந்தித்து,சந்தி,த்து
367,அவர்களின்,அவர்,களின்
368,குறைகளைக்,குறை,களைக்
369,வவுனியாவில்,வவுனியா,வில்
370,நிறைகளை,நிறை,களை
371,தெரிந்து,தெரி,ந்து
372,கண்டிப்பாகச்,கண்டிப்பாக,ச்
373,செய்வோம்,செய்,வோம்
374,தமிழர்களிடம்,தமிழர்,களிடம்
375,வவுனியாவுக்கு,வவுனியா,வுக்கு
376,அழைத்துச்,அழை,த்துச்
377,செல்லப்,செல்,லப்
378,விடுதலைப்,விடுதலை,ப்
379,புலிகளின்,புலி,களின்
380,குழிகளை,குழி,களை
381,பார்த்தார்,பார்,த்தார்
382,வெடிக்காத,வெடி,க்காத
383,வெடிகள்,வெடி,கள்
384,வெடிகுண்டுகளை,வெடிகுண்டு,களை
385,நிருபமாவ்,நிருபமா,வ்
386,காண்பித்தனர்,காண்பி,த்தனர்
387,பொருள்களைய்,பொருள்,களைய்
388,பிரதிநிதிய்,பிரதிநிதி,ய்
389,தமிழர்களை,தமிழர்,களை
390,குடியமர்த்துவது,குடியமர்த்து,வது
391,குறித்த்,குறி,த்த்
392,தமிழர்களுக்க்,தமிழர்,களுக்க்
393,வசதிகளை,வசதி,களை
394,கொடுப்பது,கொடு,ப்பது
395,அரசுப்,அரசு,ப்
396,ஆலோசித்தார்,ஆலோசி,த்தார்
397,சிரமப்படும்,சிரமப்படு,ம்
398,தமிழர்களுக்குத்,தமிழர்,களுக்குத்
399,தரும்,தரு,ம்
400,இலங்கைக்க்,இலங்கை,க்க்
401,துணைத்,துணை,த்
402,விடுதலைப்புலிகளால்,விடுதலைப்புலி,களால்
403,புதைத்து,புதை,த்து
404,வைக்கப்,வை,க்கப்
405,வெடிகளை,வெடி,களை
406,அப்புறப்படுத்தும்,அப்புறப்படுத்து,ம்
407,இந்தியாவைச்,இந்தியா,வைச்
408,சேர்ந்த,சேர்,ந்த
409,முடியும்,முடி,யும்
410,செல்வதற்கு,செல்,வதற்கு
411,வடக்குப்,வடக்கு,ப்
412,முல்லைத்,முல்லை,த்
413,தீவுக்க்,தீவு,க்க்
414,கிழக்குப்,கிழக்கு,ப்
415,திரிகோணமலைக்க்,திரிகோணமலை,க்க்
416,செல்கிறார்,செல்,கிறார்
417,எம்.பி.க்கள்,எம்.பி.,க்கள்
418,கட்சித்,கட்சி,த்
419,செய்வார்,செய்,வார்
420,ராஜபட்சவ்,ராஜபட்ச,வ்
421,சந்திக்கிறார்,சந்தி,க்கிறார்
422,பணிகள்,பணி,கள்
423,குடியமர்வுக்க்,குடியமர்வு,க்க்
424,சேகரித்த,சேகரி,த்த
425,பாக்கெட்டுகளைய்,பாக்கெட்,டுகளைய்
426,பொருள்கள்,பொருள்,கள்
427,பகுதிகளுக்க்,பகுதி,களுக்க்
428,பேருந்துகளை,பேருந்து,களை
429,மூட்டைகளைய்,மூட்டை,களைய்
430,தமிழர்களின்,தமிழர்,களின்
431,சேதமடைந்த,சேதமடை,ந்த
432,வீடுகளை,வீடு,களை
433,பழுதுபார்க்க,பழுதுபார்,க்க
434,மூட்டைகள்,மூட்டை,கள்
435,கொடுப்பத்,கொடு,ப்பத்
436,வளர்ச்சித்,வளர்ச்சி,த்
437,அமைப்பது,அமை,ப்பது
438,அரங்குகள்,அரங்கு,கள்
439,கட்டும்,கட்டு,ம்
440,பணிகளில்,பணி,களில்
441,அமெரிக்காவுக்குச்,அமெரிக்கா,வுக்குச்
442,கடுமையான,கடுமை,யான
443,செய்திகள்,செய்தி,கள்
444,அமெரிக்காவில்,அமெரிக்கா,வில்
445,நடைபெறும்,நடைபெறு,ம்
446,கொள்வதற்க்,கொள்,வதற்க்
447,இருக்கினறனர்,இரு,க்கினறனர்
448,செல்லத்,செல்,லத்
449,அவர்களை,அவர்,களை
450,இந்தத்,இந்த,த்
451,இருக்கிறது,இரு,க்கிறது
452,தெரிவித்ததற்க்,தெரிவி,த்ததற்க்
453,செய்தியில்,செய்தி,யில்
454,அதிகாரிகளின்,அதிகாரி,களின்
455,இருந்தத்,இரு,ந்தத்
456,பேசுவதற்கு,பேசு,வதற்கு
457,அந்தச்,அந்த,ச்
458,கூறுகிறது,கூறு,கிறது
459,என்கிற,என்,கிற
460,முடிவுக்கு,முடிவு,க்கு
461,விடுவித்தத்,விடுவி,த்தத்
462,இந்தச்,இந்த,ச்
463,திரும்பும்,திரும்பு,ம்
464,திரும்புவார்கள்,திரும்பு,வார்கள்
465,நிகழ்ந்த,நிகழ்,ந்த
466,துப்பாக்கிச்சண்டையில்,துப்பாக்கிச்சண்டை,யில்
467,உயிரிழந்தார்,உயிரிழ,ந்தார்
468,காயமடைந்தனர்,காயமடை,ந்தனர்
469,வனப்பகுதிகளில்,வனப்பகுதி,களில்
470,தலையில்,தலை,யில்
471,பாய்ந்த,பாய்,ந்த
472,அதிரடிப்படையைச்,அதிரடிப்படை,யைச்
473,ராஞ்சியில்,ராஞ்சி,யில்
474,தும்காவுக்கு,தும்கா,வுக்கு
475,விரைந்து,விரை,ந்து
476,கொண்டாடும்,கொண்டாடு,ம்
477,நடவடிக்கைய்,நடவடிக்கை,ய்
478,கைதிகள்,கைதி,கள்
479,செய்யப்படுவத்,செய்,யப்படுவத்
480,அறிவித்தது,அறிவி,த்தது
481,சிறைகளில்,சிறை,களில்
482,அவர்களில்,அவர்,களில்
483,பெரும்பாலானவர்கள்,பெரும்பாலானவர்,கள்
484,மீனவர்களை,மீனவர்,களை
485,9ம்,9,ம்
486,பிறப்பிக்கப்,பிறப்பி,க்கப்
487,விடுதலைசெய்ய,விடுதலைசெய்,ய
488,விடுவிக்க,விடுவி,க்க
489,உள்ளதைய்,உள்,ளதைய்
490,கைதிகளை,கைதி,களை
491,பிடிப்பது,பிடி,ப்பது
492,அமெரிக்காவுக்கு,அமெரிக்கா,வுக்கு
493,மாளிகையில்,மாளிகை,யில்
494,கொல்லப்பட,கொல்,லப்பட
495,அமெரிக்காவின்,அமெரிக்கா,வின்
496,பாதுகாப்புக்கு,பாதுகாப்பு,க்கு
497,என்பதால்,என்,பதால்
498,வருகின்றனர்,வரு,கின்றனர்
499,மிகப்,மிக,ப்
500,என்ற்,என்,ற்
501,உயர்கல்வியில்,உயர்கல்வி,யில்
502,செலுத்துவதை,செலுத்து,வதை
503,பள்ளிக்,பள்ளி,க்
504,கட்சியின்,கட்சி,யின்
505,ஐஐடியில்,ஐஐடி,யில்
506,படிப்புகள்,படிப்பு,கள்
507,பேராசிரியர்கள்,பேராசிரியர்,கள்
508,மாணவர்கள்,மாணவர்,கள்
509,நுழைவுத்,நுழைவு,த்
510,முறைகள்,முறை,கள்
511,ஆலோசிக்கப்படுவத்,ஆலோசி,க்கப்படுவத்
512,ஆளுங்கட்சியின்,ஆளுங்கட்சி,யின்
513,மத்தியப்,மத்திய,ப்
514,எதிர்ப்புக்,எதிர்ப்பு,க்
515,கொள்கைகள்,கொள்கை,கள்
516,உள்ளாட்சித்,உள்ளாட்சி,த்
517,பெரும்பான்மையான,பெரும்பான்மை,யான
518,செய்யப்பட்ட,செய்,யப்பட்ட
519,கூட்டணியை,கூட்டணி,யை
520,நிராகரித்து,நிராகரி,த்து
521,வாக்காளர்களில்,வாக்காளர்,களில்
522,வாக்குகளை,வாக்கு,களை
523,செய்திருந்தனர்,செய்திரு,ந்தனர்
524,கைத்துப்பாக்கிச்,கைத்துப்பாக்கி,ச்
525,சுடுதல்,சுடு,தல்
526,பெண்களுக்க்,பெண்,களுக்க்
527,உயர்ந்த்,உயர்,ந்த்
528,இந்நிலையில்,இந்நிலை,யில்
529,சுடுதலில்,சுடு,தலில்
530,சாகும்,சாகு,ம்
531,வைத்த்,வை,த்த்
532,இருந்தால்,இரு,ந்தால்
533,செய்யாத,செய்,யாத
534,சரணடைய,சரணடை,ய
535,கொல்லப்,கொல்,லப்
536,இலங்கைத்,இலங்கை,த்
537,உள்ளேன்,உள்,ளேன்
538,இருங்கள்,இரு,ங்கள்
539,விதித்தால்,விதி,த்தால்
540,வைத்தால்,வை,த்தால்
541,ஆதரவாளர்கள்,ஆதரவாளர்,கள்
542,விழாவை,விழா,வை
543,புறக்கணிப்பத்,புறக்கணி,ப்பத்
544,விடுதலைச்,விடுதலை,ச்
545,சிறுத்தைகள்,சிறுத்தை,கள்
546,அறிக்கையில்,அறிக்கை,யில்
547,விளையாட்டுப்,விளையாட்டு,ப்
548,ராஜபட்சவை,ராஜபட்ச,வை
549,அழைத்த்,அழை,த்த்
550,அதிர்ச்சியைய்,அதிர்ச்சி,யைய்
551,வேதனையைய்,வேதனை,யைய்
552,அளிக்கிறது,அளி,க்கிறது
553,தில்லிக்கு,தில்லி,க்கு
554,சிறப்பிக்க,சிறப்பி,க்க
555,விரும்பும்,விரும்பு,ம்
556,அணுகுமுறைய்,அணுகுமுறை,ய்
557,கோடிக்க்,கோடி,க்க்
558,கேவலப்படுத்துவத்,கேவலப்படுத்து,வத்
559,காணும்,காணு,ம்
560,நிறைந்த,நிறை,ந்த
561,வக்கிரபுத்தியை,வக்கிரபுத்தி,யை
562,மரபுகளை,மரபு,களை
563,போர்க்,போர்,க்
564,இழைத்த்,இழை,த்த்
565,கண்டித்து,கண்டி,த்து
566,வருகிற,வரு,கிற
567,குற்றவாளிக்கு,குற்றவாளி,க்கு
568,சிவப்புக்,சிவப்பு,க்
569,விரிப்பது,விரி,ப்பது
570,உறுதிப்படுத்துவத்,உறுதிப்படுத்து,வத்
571,வன்மையாகக்,வன்மை,யாகக்
572,கண்டிக்கிறது,கண்டி,க்கிறது
573,அழைக்கும்,அழை,க்கும்
574,முடிவை,முடி,வை
575,உடனடியாகக்,உடனடியாக,க்
576,வற்புறுத்துகிறோம்,வற்புறுத்து,கிறோம்
577,கண்டிக்கும்,கண்டி,க்கும்
578,அவ்விழாவை,அவ்விழா,வை
579,புறக்கணிக்கிறேன்,புறக்கணி,க்கிறேன்
580,உறுப்பினர்கள்,உறுப்பினர்,கள்
581,அமைச்சர்கள்,அமைச்சர்,கள்
582,ஒற்றுமையை,ஒற்றுமை,யை
583,வெளிப்படுத்தும்,வெளிப்படுத்து,ம்
584,அவ்விழாவைப்,அவ்விழா,வைப்
585,புறக்கணிக்க,புறக்கணி,க்க
586,குடியரசுத்,குடியரசு,த்
587,ஆட்சியை,ஆட்சி,யை
588,பெரும்பான்மையை,பெரும்பான்மை,யை
589,நிரூபிக்க,நிரூபி,க்க
590,எமெலேக்கள்,எமெலே,க்கள்
591,எமெலேக்களை,எமெலே,க்களை
592,கொறடாவின்,கொறடா,வின்
593,வாக்களித்த,வாக்களி,த்த
594,சட்டப்பேரவையில்,சட்டப்பேரவை,யில்
595,ஆகும்,ஆகு,ம்
596,அனுமதித்த்,அனுமதி,த்த்
597,அக்கட்சியின்,அக்கட்சி,யின்
598,வாழும்,வாழு,ம்
599,சென்னையை,சென்னை,யை
600,மீன்பிடித்,மீன்பிடி,த்
601,துணையோடு,துணை,யோடு
602,ஆலைய்,ஆலை,ய்
603,நச்சுத்,நச்சு,த்
604,கலந்த,கல,ந்த
605,கலப்பதற்க்,கல,ப்பதற்க்
606,வேலைகள்,வேலை,கள்
607,நடந்து,நட,ந்து
608,கொடுக்கப்,கொடு,க்கப்
609,தெரிவிக்கின்றனர்,தெரிவி,க்கின்றனர்
610,ஆலையின்,ஆலை,யின்
611,கலந்தால்,கல,ந்தால்
612,மீன்கள்,மீன்,கள்
613,மடிகின்ற,மடி,கின்ற
614,உருவாகும்,உருவாகு,ம்
615,மீனவர்களின்,மீனவர்,களின்
616,போகும்,போ,கும்
617,சாமிக்கும்,சாமி,க்கும்
618,தடுத்து,தடு,த்து
619,எடுக்காத,எடு,க்காத
620,கருணாநிதிக்கும்,கருணாநிதி,க்கும்
621,தெரிவித்துக்,தெரிவி,த்துக்
622,கொள்கிறேன்,கொள்,கிறேன்
623,கண்டித்த்,கண்டி,த்த்
