,full_word,pt1,rest
116,ra-hiþtin,ra-hiþt,in
117,keniyan,keniya,n
118,ser-þuþtin,ser-þuþti,n
119,ra-girtin,ra-girt,in
120,kirîn,kirî,n
121,xiþikîn,xiþikî,n
122,hozi,hoz,i
123,bênihtin,bênihti,n
124,tepandin,tepandi,n
125,gir-girtin,gir-girti,n
126,rêk-xistin,rêk-xist,in
127,doman,doma,n
128,ve-hêrandin,ve-hêrandi,n
129,kêþan,kêþa,n
130,wer-gerandin,wer-gerand,in
131,heliyan,heliya,n
132,kolan,kola,n
133,qetan,qeta,n
134,tê-kirin,tê-kiri,n
135,sanpatti,sanpatt,i
136,tê-gihîþtin,tê-gihîþti,n
137,ve-texirîn,ve-texirî,n
138,phylaki,phylak,i
139,qeliþîn,qeliþî,n
140,wer-girtin,wer-girti,n
141,da-avêtin,da-avêt,in
142,kuxîn,kuxî,n
143,lerzîn,lerzî,n
144,hil-weþîn,hil-weþî,n
145,pijiqandin,pijiqandi,n
146,beriqîn,beriqî,n
147,piþaftin,piþaft,in
148,ber-ketin,ber-keti,n
149,diriyan,diriya,n
150,hebûn,hebû,n
151,girtin,girti,n
152,sijîn,sijî,n
153,tefîn,tefî,n
154,çikandin,çikandi,n
155,hildan,hilda,n
156,afirandin,afirand,in
157,perpitîn,perpitî,n
158,axîn,axî,n
159,terpilîn,terpilî,n
160,qîrîn,qîrî,n
161,da-kutan,da-kuta,n
162,borandin,borandi,n
163,sevgi,sevg,i
164,xuyan,xuya,n
165,ra-pîvan,ra-pîva,n
166,büyükelçi,büyükelç,i
167,nalîn,nalî,n
168,heyîn,heyî,n
169,erregai,errega,i
170,dexisîn,dexisî,n
171,xitimandin,xitimand,in
172,firiyan,firiya,n
173,ra-xistin,ra-xisti,n
174,ve-bûn,ve-bû,n
175,herimandin,herimand,in
176,gevizandin,gevizand,in
177,pijandin,pijandi,n
178,zeliqandin,zeliqand,in
179,da-xistin,da-xisti,n
180,kewtîn,kewtî,n
181,kurdandin,kurdand,in
182,enwai,enwa,i
183,da-liqandin,da-liqand,in
184,herikîn,herikî,n
185,êxistin,êxisti,n
186,wêrîn,wêrî,n
187,pirsîn,pirsî,n
188,ve-dan,ve-da,n
189,hêlan,hêla,n
190,ra-pelikîn,ra-pelikî,n
191,hatin,hat,in
192,bihorîn,bihorî,n
193,bezîn,bezî,n
194,çirûsîn,çirûsî,n
195,hejiyan,hejiya,n
196,hesibandin,hesiband,in
197,fûrîn,fûrî,n
198,ra-ketin,ra-ket,in
199,gihistin,gihist,in
200,ve-qetandin,ve-qetandi,n
201,vizîn,vizî,n
202,reqisîn,reqisî,n
203,þemitandin,þemitand,in
204,hesiyan/hesîn,hesiyan/hesî,n
205,berdan,berda,n
206,bûn,bû,n
207,ve-poþandin,ve-poþandi,n
208,rizandin,rizandi,n
209,anîn,anî,n
210,lîlandin,lîlandi,n
211,nivîsîn,nivîsî,n
212,rûxandin,rûxand,in
213,ve-xistin,ve-xisti,n
214,nitilandin,nitiland,in
215,ra-kirin,ra-kiri,n
216,ve-ciniqîn,ve-ciniqî,n
217,heilnæmi,heilnæm,i
218,rûnistin,rûnist,in
219,revîn,revî,n
220,dan,da,n
221,karîn,karî,n
222,buhirîn,buhirî,n
223,ve-miran,ve-mira,n
224,nivistin,nivisti,n
225,peyivîn,peyivî,n
226,zhukli,zhukl,i
227,hel-bijartin,hel-bijart,in
228,birin,bir,in
229,da-girtin,da-girt,in
230,destve-înan,destve-îna,n
231,liqandin,liqand,in
232,qediyan,qediya,n
233,qufulîn,qufulî,n
234,borîn,borî,n
235,bijiqandin,bijiqandi,n
236,firotin,firot,in
237,meþandin,meþand,in
238,niqutandin,niqutand,in
239,çîrîn,çîrî,n
240,çêkirin,çêkir,in
241,edilandin,edilandi,n
242,hewil-dan,hewil-da,n
243,nêrîn,nêrî,n
244,bizivîn,bizivî,n
245,jiyan,jiya,n
246,pijîn,pijî,n
247,çûyîn,çûyî,n
248,pejirandin,pejirandi,n
249,mirin,mir,in
250,hebandin,heband,in
251,peyitandin,peyitandi,n
252,rêzkirin,rêzkiri,n
253,dagirtin,dagirti,n
254,ve-man,ve-ma,n
255,ve-qetiyan,ve-qetiya,n
256,dîtin,dîti,n
257,ve-kiþîn,ve-kiþî,n
258,ve-zelan,ve-zela,n
259,da-ketin,da-ket,in
260,çikîn,çikî,n
261,razan,raza,n
262,pijiqîn,pijiqî,n
263,pê-xistin,pê-xisti,n
264,vexwarin,vexwar,in
265,hil-avîtin,hil-avîti,n
266,hirþiyan,hirþiya,n
267,rijiyan,rijiya,n
268,mashuzi,mashuz,i
269,ra-westan,ra-westa,n
270,pê-ketin,pê-ket,in
271,zanîn,zanî,n
272,teqîn,teqî,n
273,sekinan/-în,sekinan/-î,n
274,der-xistin,der-xist,in
275,vegeriyan,vegeriya,n
276,da-mezran,da-mezra,n
277,jê-kirin,jê-kir,in
278,navandin,navand,in
279,pirsan,pirsa,n
280,kuxuyan,kuxuya,n
281,rûxan,rûxa,n
282,toshi,tosh,i
283,ve-maltin,ve-malt,in
284,pîn-avêtin,pîn-avêti,n
285,behskirin,behskiri,n
286,qîrçîn,qîrçî,n
287,kuskusandin,kuskusand,in
288,lê-xistin,lê-xisti,n
289,xwarin,xwari,n
290,hil-dan,hil-da,n
291,hel-dirandin,hel-dirandi,n
292,ra-westandin,ra-westandi,n
293,werimandin,werimand,in
294,hil-kutan,hil-kuta,n
295,nenrei,nenre,i
296,xwêdan,xwêda,n
297,axaftin,axaft,in
298,niqutîn,niqutî,n
299,hil-weþandin,hil-weþand,in
300,dramblæti,dramblæt,i
301,qarîn,qarî,n
302,hil-girtin,hil-girt,in
303,çewsandin,çewsand,in
304,neqandin,neqand,in
305,þixulîn,þixulî,n
306,níkibi,níkib,i
307,çêrîn,çêrî,n
308,têgihistin,têgihisti,n
309,zarîn,zarî,n
310,birisqîn,birisqî,n
311,nuxumandin,nuxumand,in
312,ráðharri,ráðharr,i
313,ve-jenîn,ve-jenî,n
314,qerisîn,qerisî,n
315,pêk-anîn,pêk-anî,n
316,ve-gevizîn,ve-gevizî,n
317,ra-bûn,ra-bû,n
318,civandin,civand,in
