,full_word,pt1,rest
117,güvenmeyeceksin,güven,meyeceksin
118,sürtmemişti,sürt,memişti
119,deşeceklerdi,deş,eceklerdi
120,üretmeliydin,üret,meliydin
121,sürtmeli,sürt,meli
122,düşünmemeliymiş,düşün,memeliymiş
123,yenilmemeliydik,yenil,memeliydik
124,sikilmiyorsun,sikil,miyorsun
125,pişirmemeliydin,pişir,memeliydin
126,giyiyormuşum,giy,iyormuşum
127,iyileşmeyeceklermiş,iyileş,meyeceklermiş
128,çökermeyeceğim,çöker,meyeceğim
129,bütünleşmediydi,bütünleş,mediydi
130,içerdim,içer,dim
131,verilmişsin,veril,mişsin
132,ittirmeliydiniz,ittir,meliydiniz
133,üzmüyor,üz,müyor
134,dinmemelilermiş,din,memelilermiş
135,tepmemeliydiniz,tep,memeliydiniz
136,seslenmeliymişim,seslen,meliymişim
137,bilemeyecekmişsin,bile,meyecekmişsin
138,istemezmişiz,iste,mezmişiz
139,öldürmemelisiniz,öldür,memelisiniz
140,sürtmeyecektik,sürt,meyecektik
141,köpürtecektiniz,köpürt,ecektiniz
142,geliştirmezsin,geliştir,mezsin
143,geleceğim,gel,eceğim
144,dilmişler,dil,mişler
145,köpüreceğim,köpür,eceğim
146,dirilmemeyeceğiz,dirilme,meyeceğiz
147,seyretmeliyim,seyret,meliyim
148,bitmelilermiş,bit,melilermiş
149,çürümezmişsiniz,çürü,mezmişsiniz
150,öldürtülmediydim,öldürtül,mediydim
151,öldürtülmeyecekmişsin,öldürtül,meyecekmişsin
152,ölçmediydim,ölç,mediydim
153,tütmem,tüt,mem
154,iyileştirmişmişsin,iyileştir,mişmişsin
155,gözlemeyecekmişiz,gözle,meyecekmişiz
156,kötüleştirmeyecekmiş,kötüleştir,meyecekmiş
157,üzmezlermiş,üz,mezlermiş
158,tükenmez,tüken,mez
159,küremiyordum,küre,miyordum
160,çökertecekmişiz,çökert,ecekmişiz
161,ittirtilmeyiz,ittirtil,meyiz
162,devinmeliymişim,devin,meliymişim
163,birleştirmemeliymişsin,birleştir,memeliymişsin
164,dememişmişsiniz,de,memişmişsiniz
165,geciktirtmemiştik,geciktirt,memiştik
166,gerekiyorlarmış,gerek,iyorlarmış
167,köpürtecekmiş,köpürt,ecekmiş
168,örtmemişmişiz,ört,memişmişiz
169,çökertmişlerdi,çökert,mişlerdi
170,döndürmedim,döndür,medim
171,giymedilerdi,giy,medilerdi
172,yetiştirirmişsin,yetiştir,irmişsin
173,serpmemişim,serp,memişim
174,gütmedilerdi,güt,medilerdi
175,düzeltecekmişiz,düzelt,ecekmişiz
176,çizeceklerdi,çiz,eceklerdi
177,dökmüyormuş,dök,müyormuş
178,büktürtüldünüz,büktürtül,dünüz
179,erimediydiniz,eri,mediydiniz
180,yedirmiyorum,yedir,miyorum
181,üşümeyecek,üşü,meyecek
182,türerlerdi,türe,rlerdi
183,titrermiş,titre,rmiş
184,bütünleşmeliydim,bütünleş,meliydim
185,iletmiyordunuz,ilet,miyordunuz
186,sektik,sek,tik
187,göstermişler,göster,mişler
188,keşfetmeliymiş,keşfet,meliymiş
189,gizledin,gizle,din
190,tükürmüşlermiş,tükür,müşlermiş
191,süründürtüyormuşsunuz,süründürt,üyormuşsunuz
192,geçinmeyecekler,geçin,meyecekler
193,sikilmezsiniz,sikil,mezsiniz
194,eğitmezlermiş,eğit,mezlermiş
195,geğirirdi,geğir,irdi
196,verimsizleştirmemişmişsiniz,verimsizleştir,memişmişsiniz
197,bekletti,beklet,ti
198,iletmemeliydim,ilet,memeliydim
199,sikişmiyormuşsun,sikiş,miyormuşsun
200,birleştirmemişsin,birleştir,memişsin
201,getirmeliymiş,getir,meliymiş
202,getirmezmişsiniz,getir,mezmişsiniz
203,gelinirler,gelin,irler
204,söndüydü,sön,düydü
205,seviyorsun,sev,iyorsun
206,göçüyordunuz,göç,üyordunuz
207,siliyordum,sil,iyordum
208,silkiyorduk,silk,iyorduk
209,birleştirirdiniz,birleştir,irdiniz
210,bezdilerdi,bez,dilerdi
211,geliştirdin,geliştir,din
212,seçilmemeliymiş,seçil,memeliymiş
213,sürtmemelisiniz,sürt,memelisiniz
214,çökmek,çök,mek
215,binmezdi,bin,mezdi
216,sermiş,ser,miş
217,sürtüyormuş,sürt,üyormuş
218,sermeyeceğiz,ser,meyeceğiz
219,düzmeyecekmişsiniz,düz,meyecekmişsiniz
220,büyürmüşsün,büyü,rmüşsün
221,bürüdülerdi,bürü,dülerdi
222,göndermemeliydiniz,gönder,memeliydiniz
223,tütüyorlarmış,tüt,üyorlarmış
224,tükenirsin,tüken,irsin
225,yenilmişsin,yenil,mişsin
226,pişirmişmiş,pişir,mişmiş
227,öldürtülmemiyorlar,öldürtülme,miyorlar
228,seriyormuşuz,ser,iyormuşuz
229,bütünleşmeyecekmiş,bütünleş,meyecekmiş
230,sökeceklerdi,sök,eceklerdi
231,ittirtirlerdi,ittirt,irlerdi
232,giymeliydin,giy,meliydin
233,pişireceğim,pişir,eceğim
234,gizlemedi,gizle,medi
235,ürkmeliyiz,ürk,meliyiz
236,geçmişmişim,geç,mişmişim
237,yerleşmemeliymişiz,yerleş,memeliymişiz
238,küsmeliyim,küs,meliyim
239,tütüyormuşsunuz,tüt,üyormuşsunuz
240,gücenmeyin,gücen,meyin
241,gizlenmemelilermiş,gizlen,memelilermiş
242,üzüyordum,üz,üyordum
243,dökmediler,dök,mediler
244,öğretmeyecekmişiz,öğret,meyecekmişiz
245,Türkçeleştirmişmişim,Türkçeleştir,mişmişim
246,yedirdiydik,yedir,diydik
247,işitmiyormuşsunuz,işit,miyormuşsunuz
248,kötüleştirmeliymiş,kötüleştir,meliymiş
249,çökertmemeliydi,çökert,memeliydi
250,gecikmiyormuşum,gecik,miyormuşum
251,ölümsüzleştirmişsiniz,ölümsüzleştir,mişsiniz
252,kötüleşmemişsiniz,kötüleş,memişsiniz
253,birleştirtiyorum,birleştirt,iyorum
254,gözlememeliler,gözle,memeliler
255,ölçtürtmemeliymişsiniz,ölçtürt,memeliymişsiniz
256,ölçmemeliydiniz,ölç,memeliydiniz
257,dizmemeliyim,diz,memeliyim
258,tükürmeyeceksiniz,tükür,meyeceksiniz
259,ölümsüzleştirdiydiniz,ölümsüzleştir,diydiniz
260,İngilizceleştirecektik,İngilizceleştir,ecektik
261,gelişiriz,geliş,iriz
262,köpürürüz,köpür,ürüz
263,verdirtmezlermiş,verdirt,mezlermiş
264,yedirmezlermiş,yedir,mezlermiş
265,gezmeliyiz,gez,meliyiz
266,sevişmemeliyiz,seviş,memeliyiz
267,bilermişsiniz,bile,rmişsiniz
268,Türkçeleştirecekmişsin,Türkçeleştir,ecekmişsin
269,çizmişmiş,çiz,mişmiş
270,içmemişti,iç,memişti
271,ürümemelisiniz,ürü,memelisiniz
272,gülünçleşmiyormuşuz,gülünçleş,miyormuşuz
273,yedirmiyordun,yedir,miyordun
274,erimedim,eri,medim
275,titrememiştik,titre,memiştik
276,düzmeliydin,düz,meliydin
277,dineceklerdi,din,eceklerdi
278,küsmemeliydik,küs,memeliydik
279,sermediydim,ser,mediydim
280,işermişiz,işe,rmişiz
281,ölçtürmediler,ölçtür,mediler
282,seslenmezdin,seslen,mezdin
283,birleştirmeyeceklermiş,birleştir,meyeceklermiş
284,düşmezsin,düş,mezsin
285,seslenmemeliydi,seslen,memeliydi
286,verdirmemeliydim,verdir,memeliydim
287,ekşitmem,ekşit,mem
288,seslenmeyecekmiş,seslen,meyecekmiş
289,büktürtmemezmişsin,büktürtme,mezmişsin
290,çevirdiydik,çevir,diydik
291,düşmeyecektin,düş,meyecektin
292,sezmeyecekler,sez,meyecekler
293,yedirtmiyordunuz,yedirt,miyordunuz
294,sermeli,ser,meli
295,sikilmemiştim,sikil,memiştim
296,yeniliyorsun,yenil,iyorsun
297,kesmelilermiş,kes,melilermiş
298,serpmiyordum,serp,miyordum
299,üretmişiz,üret,mişiz
300,sikilirsiniz,sikil,irsiniz
301,getirmeyecektim,getir,meyecektim
302,tepmediydik,tep,mediydik
303,ölçmüyorlar,ölç,müyorlar
304,güvenecekti,güven,ecekti
305,çökertmiyorsunuz,çökert,miyorsunuz
306,izlemeyecektiniz,izle,meyecektiniz
307,süründürtmüştüm,süründürt,müştüm
308,silkerdik,silk,erdik
309,ittirtmemişmiş,ittirt,memişmiş
310,büktürtülecekmişsiniz,büktürtül,ecekmişsiniz
311,bitecekti,bit,ecekti
312,sevişmeyecektim,seviş,meyecektim
313,bildirmeliymişim,bildir,meliymişim
314,izlemeyecekmişim,izle,meyecekmişim
315,sindireceksiniz,sindir,eceksiniz
316,öldürürmüşüm,öldür,ürmüşüm
317,yendirtmeliydim,yendirt,meliydim
318,büktüydük,bük,tüydük
319,delecekti,del,ecekti
320,ekşitmemişmişsiniz,ekşit,memişmişsiniz
321,bölmüşsün,böl,müşsün
322,üzülmeyeceklermiş,üzül,meyeceklermiş
323,öldürmemişmişsiniz,öldür,memişmişsiniz
324,süründürtmemişlermiş,süründürt,memişlermiş
325,Türkçeleştiriyormuşsunuz,Türkçeleştir,iyormuşsunuz
326,ilklendirmedin,ilklendir,medin
327,türerler,türe,rler
328,kesiyoruz,kes,iyoruz
329,geciktirtmişsiniz,geciktirt,mişsiniz
330,götürürdünüz,götür,ürdünüz
331,ölümsüzleştirmezmişiz,ölümsüzleştir,mezmişiz
332,verdirirlermiş,verdir,irlermiş
333,şişmeliler,şiş,meliler
334,dövüşecektiniz,dövüş,ecektiniz
335,birleştirdiydim,birleştir,diydim
336,seslendik,seslen,dik
337,bilermişim,bile,rmişim
338,sürümemişlerdi,sürü,memişlerdi
339,düşmüyor,düş,müyor
340,getirmemişiz,getir,memişiz
341,Türkçeleştirmişmişsiniz,Türkçeleştir,mişmişsiniz
342,ilerletiyorsun,ilerlet,iyorsun
343,germeliydin,ger,meliydin
344,gizlenmeliymiş,gizlen,meliymiş
345,büktürmemişler,büktür,memişler
346,içmişmişim,iç,mişmişim
347,eriyormuş,eri,yormuş
348,öpmemişiz,öp,memişiz
349,bekledim,bekle,dim
350,döktüler,dök,tüler
351,üremiyormuşsun,üre,miyormuşsun
352,imrenirdim,imren,irdim
353,üşenmişim,üşen,mişim
354,deliririm,delir,irim
355,üzer,üz,er
356,öksürmemeliler,öksür,memeliler
357,yedirtmezdiniz,yedirt,mezdiniz
358,sündüm,sün,düm
359,büktürülmeliydik,büktürül,meliydik
360,görmezsin,gör,mezsin
361,kesmediydi,kes,mediydi
362,verilmişiz,veril,mişiz
363,pisletmemeliymişsiniz,pislet,memeliymişsiniz
364,itiliyoruz,itil,iyoruz
365,çürümeliymiş,çürü,meliymiş
366,öpmeyeceğim,öp,meyeceğim
367,yetişmişsiniz,yetiş,mişsiniz
368,kötüleştiydim,kötüleş,tiydim
369,döndürmeyeceklermiş,döndür,meyeceklermiş
370,seslenecekmişiz,seslen,ecekmişiz
371,ölmemiş,öl,memiş
372,övüyorlardı,öv,üyorlardı
373,sünmemelilermiş,sün,memelilermiş
374,öldürtülmememeliydik,öldürtülme,memeliydik
375,tükeniyormuşsun,tüken,iyormuşsun
376,ölçülmüyormuşsunuz,ölçül,müyormuşsunuz
377,ekşimeliyim,ekşi,meliyim
378,yetiştirmelisiniz,yetiştir,melisiniz
379,ellememişmişsiniz,elle,memişmişsiniz
380,dermeyecektin,der,meyecektin
381,küçülür,küçül,ür
382,sikişirim,sikiş,irim
383,dürtmemeliymişim,dürt,memeliymişim
384,örmeliydiniz,ör,meliydiniz
385,demlerdim,demle,rdim
386,keşfetmelisin,keşfet,melisin
387,öksürmemeliydi,öksür,memeliydi
388,öğretmemişmişim,öğret,memişmişim
389,sönmezlermiş,sön,mezlermiş
390,seviştiydi,seviş,tiydi
391,kötüleştirmeyeceksin,kötüleştir,meyeceksin
392,sürünmeliler,sürün,meliler
393,evlenmelilerdi,evlen,melilerdi
394,örmeliymişiz,ör,meliymişiz
395,bitirmediydim,bitir,mediydim
396,bezecekmiş,bez,ecekmiş
397,dirilmelilermiş,diril,melilermiş
398,fakirleştirmedim,fakirleştir,medim
399,pişmemişmişim,piş,memişmişim
400,iğrendim,iğren,dim
401,yetişmiyorum,yetiş,miyorum
402,şişmeliyiz,şiş,meliyiz
403,birleşmemeli,birleş,memeli
404,sinirlendiriyoruz,sinirlendir,iyoruz
405,inmeyecektik,in,meyecektik
406,ilklendirmediydiniz,ilklendir,mediydiniz
407,verilmezlermiş,veril,mezlermiş
408,bitirtmiyormuşsunuz,bitirt,miyormuşsunuz
409,süzmemişim,süz,memişim
410,emmedilerdi,em,medilerdi
411,bildiriyormuş,bildir,iyormuş
412,ölçtürmedi,ölçtür,medi
413,süründürtmüşüm,süründürt,müşüm
414,büktürtmemeyeceksin,büktürtme,meyeceksin
415,döküyorsunuz,dök,üyorsunuz
416,ölçtürmüştüm,ölçtür,müştüm
417,dirilmemeli,dirilme,meli
418,öldürtmüşler,öldürt,müşler
419,yetiştirmez,yetiştir,mez
420,kötüleşmemeli,kötüleş,memeli
421,öldürtmeyecekmişim,öldürt,meyecekmişim
422,gösterdiydik,göster,diydik
423,pişirirsiniz,pişir,irsiniz
424,yendirmişler,yendir,mişler
425,bitirtecektiniz,bitirt,ecektiniz
426,görmüyormuşsunuz,gör,müyormuşsunuz
427,dönmedim,dön,medim
428,örmeyecekmişim,ör,meyecekmişim
429,çizmemişim,çiz,memişim
430,ölçüştüm,ölçüş,tüm
431,dilmişti,dil,mişti
432,öldürtülmemiyordu,öldürtülme,miyordu
433,sermeliydik,ser,meliydik
434,süsüyormuşsunuz,süs,üyormuşsunuz
435,kesecek,kes,ecek
436,deşmeli,deş,meli
437,geciktirtmeyeceksiniz,geciktirt,meyeceksiniz
438,çökerteceklermiş,çökert,eceklermiş
439,pişirmezler,pişir,mezler
440,çökertmeyeceklermiş,çökert,meyeceklermiş
441,verilmeyecekmiş,veril,meyecekmiş
442,tükürmeyecekmişsiniz,tükür,meyecekmişsiniz
443,övmüyoruz,öv,müyoruz
444,öpüştüydü,öpüş,tüydü
445,bekletmemeliydiniz,beklet,memeliydiniz
446,öldürtülmemiyorlardı,öldürtülme,miyorlardı
447,büktürülmemeliydim,büktürül,memeliydim
448,büktürtülürlerdi,büktürtül,ürlerdi
449,büktürtüldüydünüz,büktürtül,düydünüz
450,süsersin,süs,ersin
451,bildirmezmiş,bildir,mezmiş
452,gönderiyorlar,gönder,iyorlar
453,sövdünüz,söv,dünüz
454,yendirtmemeliydin,yendirt,memeliydin
455,üremeli,üre,meli
456,beziyormuş,bez,iyormuş
457,ölçüşmemişim,ölçüş,memişim
458,bitirtmemişiz,bitirt,memişiz
459,güvenmezmişim,güven,mezmişim
460,büktürtmemişmişsin,büktürt,memişmişsin
461,iletmişim,ilet,mişim
462,kötüleşmeyecektin,kötüleş,meyecektin
463,ölecekmiş,öl,ecekmiş
464,köpürmeyeceklermiş,köpür,meyeceklermiş
465,ittirtiliyorsunuz,ittirtil,iyorsunuz
466,bükmemeyiniz,bükme,meyiniz
467,bitmiyormuşuz,bit,miyormuşuz
468,bitmiştiniz,bit,miştiniz
469,güvenmemelilermiş,güven,memelilermiş
470,dürmüyormuşum,dür,müyormuşum
471,süzerdi,süz,erdi
472,emmeyecektim,em,meyecektim
473,benzememeliydiniz,benze,memeliydiniz
474,sümüreceksin,sümür,eceksin
475,verimsizleştirmiyorduk,verimsizleştir,miyorduk
476,bekletmemelisin,beklet,memelisin
477,titreyeceksin,titre,yeceksin
478,gidilmeyecekmiş,gidil,meyecekmiş
479,haberleştiydik,haberleş,tiydik
480,örmüyorsun,ör,müyorsun
481,öğrenmemişsiniz,öğren,memişsiniz
482,örtmüyormuşsunuz,ört,müyormuşsunuz
483,süründürtmeyeceksin,süründürt,meyeceksin
484,sikmişlermiş,sik,mişlermiş
485,bitirtiyoruz,bitirt,iyoruz
486,göndermezlermiş,gönder,mezlermiş
487,pişirmişti,pişir,mişti
488,güceniyor,gücen,iyor
489,yermediydin,yer,mediydin
490,kirletmemiştiniz,kirlet,memiştiniz
491,pisletmeyecekmişim,pislet,meyecekmişim
492,bükmeyecekler,bük,meyecekler
493,büktürülmeliyiz,büktürül,meliyiz
494,gecikmeyecekmişsin,gecik,meyecekmişsin
495,çökerme,çöker,me
496,sürüyecek,sürü,yecek
497,sürtüyordun,sürt,üyordun
498,ölçüşmemişmişiz,ölçüş,memişmişiz
499,gizlenecekler,gizlen,ecekler
500,gizlenmemiştiniz,gizlen,memiştiniz
501,verimsizleştirmemeliymişim,verimsizleştir,memeliymişim
502,yedirdin,yedir,din
503,ölçtürmüyordun,ölçtür,müyordun
504,ürkmüyormuşsunuz,ürk,müyormuşsunuz
505,sürülmedik,sürül,medik
506,sikişmişmiş,sikiş,mişmiş
507,geriyorlarmış,ger,iyorlarmış
508,büktürtmemişiz,büktürt,memişiz
509,kötüleşiyordunuz,kötüleş,iyordunuz
510,denilmiyormuşsunuz,denil,miyormuşsunuz
511,geğirdiydik,geğir,diydik
512,birleşmezmişsiniz,birleş,mezmişsiniz
513,sökmüşmüşsünüz,sök,müşmüşsünüz
514,sezmemiştiniz,sez,memiştiniz
515,beklememişsin,bekle,memişsin
516,değiştiriniz,değiştir,iniz
517,birleştirmeliydi,birleştir,meliydi
518,öldürtülmemeliymiş,öldürtül,memeliymiş
519,iyileştiriyordum,iyileştir,iyordum
520,geciktirmeyeceğiz,geciktir,meyeceğiz
521,yedirtmemiştin,yedirt,memiştin
522,sikilme,sikil,me
523,örecekmişsin,ör,ecekmişsin
524,verdirmemeliydi,verdir,memeliydi
525,delmezmişsin,del,mezmişsin
526,ettirmelilerdi,ettir,melilerdi
527,içerirdin,içer,irdin
528,örmezmişiz,ör,mezmişiz
529,büktürmezmişsiniz,büktür,mezmişsiniz
530,bükmemem,bükme,mem
531,ereceksiniz,er,eceksiniz
532,ölçtürmemelilermiş,ölçtür,memelilermiş
533,yedirmişmişsin,yedir,mişmişsin
534,benzemeyecekti,benze,meyecekti
535,iyileştirecek,iyileştir,ecek
536,bezmezsiniz,bez,mezsiniz
537,eriyecektim,eri,yecektim
538,dürmeliyim,dür,meliyim
539,evlendiydi,evlen,diydi
540,büktürülmediydi,büktürül,mediydi
541,seslenmezdik,seslen,mezdik
542,sökmüşlerdi,sök,müşlerdi
543,çizmeliydiniz,çiz,meliydiniz
544,derersin,der,ersin
545,düzmediydiniz,düz,mediydiniz
546,süründürtmüşmüşsünüz,süründürt,müşmüşsünüz
547,dinmeyecektim,din,meyecektim
548,tepmiyor,tep,miyor
549,sürünmeli,sürün,meli
550,komikleşmemeliydik,komikleş,memeliydik
551,seçmeli,seç,meli
552,diremezlerdi,dire,mezlerdi
553,öldürtülmememişler,öldürtülme,memişler
554,öldürmeyiz,öldür,meyiz
555,haberleşmemiş,haberleş,memiş
556,verimsizleştirmeyecekmişsiniz,verimsizleştir,meyecekmişsiniz
557,ellememişler,elle,memişler
558,fakirleştirmemişmişim,fakirleştir,memişmişim
559,verimsizleştirmezmişiz,verimsizleştir,mezmişiz
560,ölçtürmüyor,ölçtür,müyor
561,öfkelendirecektik,öfkelendir,ecektik
562,geciktirtmişler,geciktirt,mişler
563,etkilemezmişim,etkile,mezmişim
564,yeniliyorlarmış,yenil,iyorlarmış
565,tükeniyorlardı,tüken,iyorlardı
566,imrenmeyecek,imren,meyecek
567,verimsizleştirmiyormuşsun,verimsizleştir,miyormuşsun
568,vermezdin,ver,mezdin
569,ürküyorlar,ürk,üyorlar
570,ittiriliyorsunuz,ittiril,iyorsunuz
571,etkilersin,etkile,rsin
572,sökmeyiniz,sök,meyiniz
573,gelişecektik,geliş,ecektik
574,ürkmüşüm,ürk,müşüm
575,getirirdin,getir,irdin
576,eğlenmemelilerdi,eğlen,memelilerdi
577,öptünüz,öp,tünüz
578,inmişmişim,in,mişmişim
579,bürümeyeceğim,bürü,meyeceğim
580,germemişmişim,ger,memişmişim
581,pişirmiyorduk,pişir,miyorduk
582,sökmüştük,sök,müştük
583,övmüşsün,öv,müşsün
584,ilerlettiler,ilerlet,tiler
585,öldürmelisin,öldür,melisin
586,evlenmediler,evlen,mediler
587,ölçüşmemişlerdi,ölçüş,memişlerdi
588,imrendiydim,imren,diydim
589,iğrenmemişmişiz,iğren,memişmişiz
590,diziyordu,diz,iyordu
591,öpmemeliydi,öp,memeliydi
592,çizdiydim,çiz,diydim
593,içmiyorlar,iç,miyorlar
594,ekşitmiştim,ekşit,miştim
595,ermeliyim,er,meliyim
596,emmeliydim,em,meliydim
597,üzmüşler,üz,müşler
598,üretmemeliymiş,üret,memeliymiş
599,sikmemeliymişiz,sik,memeliymişiz
600,öğütecekler,öğüt,ecekler
601,öreriz,ör,eriz
602,düzeltmemeli,düzelt,memeli
603,ölçtürtüyoruz,ölçtürt,üyoruz
604,verimsizleştirmeyeceklerdi,verimsizleştir,meyeceklerdi
605,düzeltmemeliydiniz,düzelt,memeliydiniz
606,sökecekler,sök,ecekler
607,yitiyordunuz,yit,iyordunuz
608,sürünmüştünüz,sürün,müştünüz
609,haberleşmemişmişsin,haberleş,memişmişsin
610,gütmediydi,güt,mediydi
611,geciktirmiyordunuz,geciktir,miyordunuz
612,sövermiş,söv,ermiş
613,geciktirtmeliydim,geciktirt,meliydim
614,görmüyorsun,gör,müyorsun
615,öldürmüştük,öldür,müştük
616,örteriz,ört,eriz
617,dizmiş,diz,miş
618,tükürüyoruz,tükür,üyoruz
619,itilmişmişiz,itil,mişmişiz
620,büktürtmüşmüşsünüz,büktürt,müşmüşsünüz
621,geciktirtmemişmişiz,geciktirt,memişmişiz
622,öpmeyecekmiş,öp,meyecekmiş
623,süsmezlerdi,süs,mezlerdi
624,dinmemiş,din,memiş
625,geçineceksiniz,geçin,eceksiniz
626,göstermezdin,göster,mezdin
627,etkileyecektin,etkile,yecektin
628,etkileyecektim,etkile,yecektim
629,dürtecektiniz,dürt,ecektiniz
630,bitirirler,bitir,irler
631,ellememeliydin,elle,memeliydin
632,geçinmeliler,geçin,meliler
633,dizmiştiniz,diz,miştiniz
634,eğitmiştiniz,eğit,miştiniz
635,silkmeliydik,silk,meliydik
636,tepmemişlermiş,tep,memişlermiş
637,bitmemeliydik,bit,memeliydik
638,çökertmemişmişim,çökert,memişmişim
639,sekmemişmişiz,sek,memişmişiz
640,gezmişmişim,gez,mişmişim
641,evlenmelilermiş,evlen,melilermiş
642,döndürmüyorlar,döndür,müyorlar
643,öldürtülmemez,öldürtülme,mez
644,gererdin,ger,erdin
645,dereceksiniz,der,eceksiniz
646,öğütmeyecekler,öğüt,meyecekler
647,ürediydi,üre,diydi
648,sevişmediydiniz,seviş,mediydiniz
649,süründürmüşler,süründür,müşler
650,bekletmeliydi,beklet,meliydi
651,geciktiriyorlar,geciktir,iyorlar
652,dürtecekmişsin,dürt,ecekmişsin
