,full_word,pt1,rest
56,մեղադրանքի,մեղադրանք,ի
57,մոդերատորներից,մոդերատոր,ներից
58,կոչերից,կոչ,երից
59,վառարանում,վառարան,ում
60,դեմքով,դեմք,ով
61,Երանոսի,Երանոս,ի
62,Տերյանին,Տերյան,ին
63,մարդուն,մարդ,ուն
64,դաշտը,դաշտ,ը
65,կոկորդը,կոկորդ,ը
66,կարծիքն,կարծիք,ն
67,օրվանից,օր,վանից
68,Գոռավանի,Գոռավան,ի
69,ինչպիսին,ինչպիսի,ն
70,օրերին,օր,երին
71,տոկոսադրույքի,տոկոսադրույք,ի
72,լուսամուտից,լուսամուտ,ից
73,դինջությունն,դինջություն,ն
74,պատմություններ,պատմություն,ներ
75,խոսքերի,խոսք,երի
76,կողմից,կողմ,ից
77,նկարիչն,նկարիչ,ն
78,գլուխը,գլուխ,ը
79,կոմիտեի,կոմիտե,ի
80,հետազոտողի,հետազոտող,ի
81,ժամկետում,ժամկետ,ում
82,բառերը,բառ,երը
83,անհրաժեշտությունը,անհրաժեշտություն,ը
84,Էբինգի,Էբինգ,ի
85,առաքինություններով,առաքինություն,ներով
86,նախարարությունից,նախարարություն,ից
87,ժամանակին,ժամանակ,ին
88,օրենքով,օրենք,ով
89,լոքդաուններն,լոքդաուն,ներն
90,դարաշրջանի,դարաշրջան,ի
91,ասելու,ասել,ու
92,կենտրոնի,կենտրոն,ի
93,դեպքերում,դեպք,երում
94,լրատվականներ,լրատվական,ներ
95,լեռնաշղթաների,լեռնաշղթա,ների
96,վիճակում,վիճակ,ում
97,հատորներ,հատոր,ներ
98,Օսկարների,Օսկար,ների
99,սիմվոլիզմը,սիմվոլիզմ,ը
100,տրանսպորտի,տրանսպորտ,ի
101,ժամանակահատվածում,ժամանակահատված,ում
102,թախտին,թախտ,ին
103,Նվարդն,Նվարդ,ն
104,էջերին,էջ,երին
105,գործը,գործ,ը
106,զարմանալու,զարմանալ,ու
107,Մոսկվայից,Մոսկվա,յից
108,դիմացինին,դիմացին,ին
109,Պլատոնին,Պլատոն,ին
110,հայցի,հայց,ի
111,արդյունքների,արդյունք,ների
112,լանջից,լանջ,ից
113,թշնամիս,թշնամի,ս
114,գալը,գալ,ը
115,հյուրեր,հյուր,եր
116,Մոսկվան,Մոսկվա,ն
117,ամրոցից,ամրոց,ից
118,նկարակալի,նկարակալ,ի
119,երեխայի,երեխա,յի
120,Գասպարյանը,Գասպարյան,ը
121,իշխանափոխությունն,իշխանափոխություն,ն
122,ձևաչափը,ձևաչափ,ը
123,ունենալու,ունենալ,ու
124,Հայաստանին,Հայաստան,ին
125,ունեցածը,ունեցած,ը
126,ֆիլմի,ֆիլմ,ի
127,մասով,մաս,ով
128,շրջանակում,շրջանակ,ում
129,օգտագործումը,օգտագործում,ը
130,Կուարոնը,Կուարոն,ը
131,ետդարձը,ետդարձ,ը
132,ալգորիթմի,ալգորիթմ,ի
133,քաղաքապետարանի,քաղաքապետարան,ի
134,Խանզադյանը,Խանզադյան,ը
135,քաղաքագետի,քաղաքագետ,ի
136,երեսը,երես,ը
137,լուրը,լուր,ը
138,նկարելու,նկարել,ու
139,զարթոնքի,զարթոնք,ի
140,մոռացումի,մոռացում,ի
141,տարբերակներ,տարբերակ,ներ
142,խոսքը,խոսք,ը
143,համարը,համար,ը
144,տուրքի,տուրք,ի
145,ովքեր,ով,քեր
146,պայմաններում,պայման,ներում
147,ոճը,ոճ,ը
148,Փարիզից,Փարիզ,ից
149,հարձակվողներից,հարձակվող,ներից
150,իրականացումից,իրականացում,ից
151,հիմնավորելու,հիմնավորել,ու
152,սևահողերը,սևահող,երը
153,գլխայինին,գլխային,ին
154,բոստանից,բոստան,ից
155,անցյալի,անցյալ,ի
156,շաբաթվա,շաբաթ,վա
157,կոմբինատին,կոմբինատ,ին
158,ճնշելու,ճնշել,ու
159,ձնածածկույթով,ձնածածկույթ,ով
160,կլասիցիզմին,կլասիցիզմ,ին
161,որի,որ,ի
162,ամոթալին,ամոթալի,ն
163,մաշկի,մաշկ,ի
164,երևույթին,երևույթ,ին
165,նիստուկացին,նիստուկաց,ին
166,դրաման,դրամա,ն
167,հաշիշով,հաշիշ,ով
168,տարիները,տարի,ները
169,նկարների,նկար,ների
170,խնդիրն,խնդիր,ն
171,հիմքի,հիմք,ի
172,մերունը,մերուն,ը
173,պատասխանի,պատասխան,ի
174,կլիմայի,կլիմա,յի
175,բառերի,բառ,երի
176,գենը,գեն,ը
177,պատերի,պատ,երի
178,Բեռլինի,Բեռլին,ի
179,միմյանցից,միմյանց,ից
180,պարտականությունը,պարտականություն,ը
181,հասցնելու,հասցնել,ու
182,ամբիոնից,ամբիոն,ից
183,մելոդրաման,մելոդրամա,ն
184,ընտրությունը,ընտրություն,ը
185,գիտնականների,գիտնական,ների
186,լուսանկարում,լուսանկար,ում
187,հոտերի,հոտ,երի
188,ժյուրին,ժյուրի,ն
189,պատին,պատ,ին
190,լափամանից,լափաման,ից
191,ձևի,ձև,ի
192,ռեժիմի,ռեժիմ,ի
193,տղայիս,տղա,յիս
194,աշխարհի,աշխարհ,ի
195,հարթակները,հարթակ,ները
196,զգացմունքներից,զգացմունք,ներից
197,ծայրամասերի,ծայրամաս,երի
198,հոսանքում,հոսանք,ում
199,ճյուղի,ճյուղ,ի
200,փաստի,փաստ,ի
201,հորդացումը,հորդացում,ը
202,Շոստակովիչն,Շոստակովիչ,ն
203,ունենալով,ունենալ,ով
204,այգեպանի,այգեպան,ի
205,կոչվելուց,կոչվել,ուց
206,աչքապլիշների,աչքապլիշ,ների
207,հետևանքներից,հետևանք,ներից
208,Գեղարքունիքից,Գեղարքունիք,ից
209,Քոչարյանն,Քոչարյան,ն
210,բողոքներից,բողոք,ներից
211,ինքնասպանությունից,ինքնասպանություն,ից
212,սպին,սպի,ն
213,Փարաջանովին,Փարաջանով,ին
214,փրկվածի,փրկված,ի
215,կոնծելու,կոնծել,ու
216,քարին,քար,ին
217,փորացավն,փորացավ,ն
218,մուտքից,մուտք,ից
219,ընթերցողներին,ընթերցող,ներին
220,կտավները,կտավ,ները
221,ուսապարկի,ուսապարկ,ի
222,օրենսդիրը,օրենսդիր,ը
223,Բայկալի,Բայկալ,ի
224,հայտարարություններն,հայտարարություն,ներն
225,լանդշաֆտների,լանդշաֆտ,ների
226,հողեր,հող,եր
227,հիմնավորումները,հիմնավորում,ները
228,մթնոլորտում,մթնոլորտ,ում
229,գործարքը,գործարք,ը
230,ջատագովանքն,ջատագովանք,ն
231,փառամոլությունը,փառամոլություն,ը
232,համերի,համ,երի
233,տարակուսանքով,տարակուսանք,ով
234,Նախիջևանի,Նախիջևան,ի
235,նվաճումը,նվաճում,ը
236,առումով,առում,ով
237,կարգավորումն,կարգավորում,ն
238,մանկապարտեզներ,մանկապարտեզ,ներ
239,բաժնետերերի,բաժնետեր,երի
240,սևը,սև,ը
241,կյանքը,կյանք,ը
242,բերանում,բերան,ում
243,շրջանակներում,շրջանակ,ներում
244,զարկից,զարկ,ից
245,շիվերը,շիվ,երը
246,արտարժույթով,արտարժույթ,ով
247,նախնիների,նախնի,ների
248,վարկը,վարկ,ը
249,չափածոյի,չափածո,յի
250,ձուլելու,ձուլել,ու
251,ժյուրիի,ժյուրի,ի
252,ղեկի,ղեկ,ի
253,գծանկարը,գծանկար,ը
254,գիտությունը,գիտություն,ը
255,հայերից,հայ,երից
256,մեջտեղում,մեջտեղ,ում
257,ռադիոկայանը,ռադիոկայան,ը
258,Չինաստանին,Չինաստան,ին
259,նայելուց,նայել,ուց
260,ինչը,ինչ,ը
261,ընկերությունների,ընկերություն,ների
262,աշխատանքներին,աշխատանք,ներին
263,Գերվիգի,Գերվիգ,ի
264,ձեռքից,ձեռք,ից
265,կինոընկերությունների,կինոընկերություն,ների
266,լուծելու,լուծել,ու
267,Վիքիպեդիայում,Վիքիպեդիա,յում
268,տարածքով,տարածք,ով
269,կոմպոզիցիայի,կոմպոզիցիա,յի
270,ձայնագրությունը,ձայնագրություն,ը
271,միջավայրը,միջավայր,ը
272,Վենետիկի,Վենետիկ,ի
273,հայերս,հայ,երս
274,ադրբեջանցիները,ադրբեջանցի,ները
275,հավատարիմն,հավատարիմ,ն
276,կասկածամտությունը,կասկածամտություն,ը
277,մատաղը,մատաղ,ը
278,վեպեր,վեպ,եր
279,անցնելուց,անցնել,ուց
280,կտավը,կտավ,ը
281,ծանուցումների,ծանուցում,ների
282,գուներանգով,գուներանգ,ով
283,քարտեզներ,քարտեզ,ներ
284,արատների,արատ,ների
285,լինելու,լինել,ու
286,լեզուներով,լեզու,ներով
287,տեսնելով,տեսնել,ով
288,ավազը,ավազ,ը
289,մոդերացիայից,մոդերացիա,յից
290,վեջը,վեջ,ը
291,տալու,տալ,ու
292,մնալով,մնալ,ով
293,կարիերայի,կարիերա,յի
294,Սթյուարտի,Սթյուարտ,ի
295,կինոակադեմիայի,կինոակադեմիա,յի
296,հարցը,հարց,ը
297,ղեկավարությունը,ղեկավարություն,ը
298,տալը,տալ,ը
299,մոդերատորների,մոդերատոր,ների
300,միությունը,միություն,ը
301,վարկառուն,վարկառու,ն
302,երևելիներ,երևելի,ներ
303,նախարարություններին,նախարարություն,ներին
304,ասելով,ասել,ով
305,աճյունը,աճյուն,ը
306,արարողությունը,արարողություն,ը
307,Միկոյանի,Միկոյան,ի
308,ռելիեֆի,ռելիեֆ,ի
309,ձեռքբերումները,ձեռքբերում,ները
310,Մոսկվայում,Մոսկվա,յում
311,պարտավորություններ,պարտավորություն,ներ
312,ջոջերին,ջոջ,երին
313,Նարեկացին,Նարեկացի,ն
314,պահին,պահ,ին
315,խորհուրդն,խորհուրդ,ն
316,դիմանկարը,դիմանկար,ը
317,շարասյունը,շարասյուն,ը
318,Թամրազյանին,Թամրազյան,ին
319,մամուլում,մամուլ,ում
320,ատամներն,ատամ,ներն
321,դիրքափոխի,դիրքափոխ,ի
322,ախտանիշներից,ախտանիշ,ներից
323,Ներուդայից,Ներուդա,յից
324,ծաղկամանների,ծաղկաման,ների
325,կոոպերատիվների,կոոպերատիվ,ների
326,պատասխանները,պատասխան,ները
327,գիտակցությունը,գիտակցություն,ը
328,ձևով,ձև,ով
329,լրահոսի,լրահոս,ի
330,նկարազարդումներ,նկարազարդում,ներ
331,արանքից,արանք,ից
332,աչալրջությունը,աչալրջություն,ը
333,նախկինների,նախկին,ների
334,վերևից,վերև,ից
335,այրվելը,այրվել,ը
336,կողմի,կողմ,ի
337,շուրթերի,շուրթ,երի
338,գրողին,գրող,ին
339,զգայարաններդ,զգայարան,ներդ
340,զույգին,զույգ,ին
341,սևախեժը,սևախեժ,ը
342,Քոչարը,Քոչար,ը
343,դիտելուն,դիտել,ուն
344,երկրորդն,երկրորդ,ն
345,խոտերին,խոտ,երին
346,աշխատավարձը,աշխատավարձ,ը
347,արտադրանքի,արտադրանք,ի
348,մազերին,մազ,երին
349,աշխատանքը,աշխատանք,ը
350,դեզի,դեզ,ի
351,ցավը,ցավ,ը
352,քաղաքականությունն,քաղաքականություն,ն
353,մրցանակների,մրցանակ,ների
354,ռեալիզմին,ռեալիզմ,ին
355,ցուցահանդեսն,ցուցահանդես,ն
356,լիզինգի,լիզինգ,ի
357,նոյեմբերին,նոյեմբեր,ին
358,հնարավորությունները,հնարավորություն,ները
359,փաստաբանի,փաստաբան,ի
360,հազարի,հազար,ի
361,հոբելյանը,հոբելյան,ը
362,հոսքերի,հոսք,երի
363,զարգացնելու,զարգացնել,ու
364,ռուսները,ռուս,ները
365,աղբյուրների,աղբյուր,ների
366,ներկաներին,ներկա,ներին
367,գերիներին,գերի,ներին
368,հիմնավորումներով,հիմնավորում,ներով
369,շարքում,շարք,ում
370,կորուստները,կորուստ,ները
371,նախարարի,նախարար,ի
372,մեծամասնությունը,մեծամասնություն,ը
373,վերջինիս,վերջին,իս
374,Հայաստանը,Հայաստան,ը
375,զգուշավորությունը,զգուշավորություն,ը
376,բառն,բառ,ն
377,ապրածներ,ապրած,ներ
378,ենթակետի,ենթակետ,ի
379,խոսելու,խոսել,ու
380,բերանը,բերան,ը
381,դիտողականությունը,դիտողականություն,ը
382,Բրակը,Բրակ,ը
383,Աբովյանի,Աբովյան,ի
384,անդամի,անդամ,ի
385,Վայբերին,Վայբեր,ին
386,արձանն,արձան,ն
387,դադարեցումը,դադարեցում,ը
388,հերոսի,հերոս,ի
389,ինքնագոհությունը,ինքնագոհություն,ը
390,իշխանությունների,իշխանություն,ների
391,թեստի,թեստ,ի
392,բեմոլի,բեմոլ,ի
393,թեքությունները,թեքություն,ները
394,պատմվածքներ,պատմվածք,ներ
395,իշխանությունը,իշխանություն,ը
396,օգնականը,օգնական,ը
397,գերությունը,գերություն,ը
398,փետրվարին,փետրվար,ին
399,փաստարկներով,փաստարկ,ներով
400,ազգի,ազգ,ի
401,ժամանակաշրջանում,ժամանակաշրջան,ում
402,տալով,տալ,ով
403,ցուցադրույթից,ցուցադրույթ,ից
404,շունը,շուն,ը
405,գետի,գետ,ի
406,վարդերի,վարդ,երի
407,վիշտը,վիշտ,ը
408,փայերը,փայ,երը
409,մտածելակերպը,մտածելակերպ,ը
410,կնքումից,կնքում,ից
411,պարագայում,պարագա,յում
412,ուզածը,ուզած,ը
413,ղեկավարի,ղեկավար,ի
414,բարձունքից,բարձունք,ից
415,Սարգիսը,Սարգիս,ը
416,քաղաքից,քաղաք,ից
417,ձայնի,ձայն,ի
418,զարգացումը,զարգացում,ը
419,մոդերացիան,մոդերացիա,ն
420,ստեղծագործությունը,ստեղծագործություն,ը
421,նկարիչները,նկարիչ,ները
422,իրերը,իր,երը
423,ամենավերջը,ամենավերջ,ը
424,Թուրքիայից,Թուրքիա,յից
425,ինչով,ինչ,ով
426,ռապսոդիան,ռապսոդիա,ն
427,հայացքն,հայացք,ն
428,ծառատեսակների,ծառատեսակ,ների
429,երիտասարդները,երիտասարդ,ները
430,հարձակումը,հարձակում,ը
431,ամենացածր,ամենա,ցածր
432,տնտեսավարողին,տնտեսավարող,ին
433,հավելվածի,հավելված,ի
434,դողն,դող,ն
435,հրդեհը,հրդեհ,ը
436,անծանոթը,անծանոթ,ը
437,գրաքննությունը,գրաքննություն,ը
438,պատկանելությունը,պատկանելություն,ը
439,Խաթլամաջյանին,Խաթլամաջյան,ին
440,նպատակով,նպատակ,ով
441,ապառիկով,ապառիկ,ով
442,խորհուրդին,խորհուրդ,ին
443,գործիքը,գործիք,ը
444,Ջենովայի,Ջենովա,յի
445,աշխատանքներն,աշխատանք,ներն
446,մեքենաների,մեքենա,ների
447,սպառնալիքով,սպառնալիք,ով
448,կոնսենսուսը,կոնսենսուս,ը
449,վարկերի,վարկ,երի
450,շրջանների,շրջան,ների
451,կարծիքով,կարծիք,ով
452,ասպարեզում,ասպարեզ,ում
453,գենի,գեն,ի
454,աշխատանքները,աշխատանք,ները
455,միջավայրերին,միջավայր,երին
456,լոբբինգն,լոբբինգ,ն
457,անգամը,անգամ,ը
458,իրարից,իրար,ից
459,աչքերի,աչք,երի
460,հայոց,հայ,ոց
461,ժողովուրդների,ժողովուրդ,ների
462,անելիքը,անելիք,ը
463,կորուստների,կորուստ,ների
464,հույզերին,հույզ,երին
465,գորովանքով,գորովանք,ով
466,ազատելու,ազատել,ու
467,պրակտիկայի,պրակտիկա,յի
468,եզը,եզ,ը
469,դադարներով,դադար,ներով
470,թանգարանի,թանգարան,ի
471,արձանի,արձան,ի
472,ձեռքի,ձեռք,ի
473,օրս,օր,ս
474,երեկոյի,երեկո,յի
475,զրուցելու,զրուցել,ու
476,Սևակի,Սևակ,ի
477,ռադիոյով,ռադիո,յով
478,լավելով,լավել,ով
479,ժամանակն,ժամանակ,ն
480,գրաքննիչն,գրաքննիչ,ն
481,Հոփկինսի,Հոփկինս,ի
482,ցուցադրությունից,ցուցադրություն,ից
483,փորատակին,փորատակ,ին
484,տոկոսադրույքը,տոկոսադրույք,ը
485,ավանդականին,ավանդական,ին
486,հայի,հայ,ի
487,Բարդեմն,Բարդեմ,ն
488,հողերի,հող,երի
489,ձմեռներով,ձմեռ,ներով
490,վիճակի,վիճակ,ի
491,անոսմիան,անոսմիա,ն
492,կինոսիրողներ,կինոսիրող,ներ
493,գույնը,գույն,ը
494,սմբակների,սմբակ,ների
495,արաղով,արաղ,ով
496,դերակատարը,դերակատար,ը
497,Չարենցից,Չարենց,ից
498,երկը,երկ,ը
499,վերականգնելու,վերականգնել,ու
500,պատերազմին,պատերազմ,ին
501,վճարների,վճար,ների
502,Սումարոկովի,Սումարոկով,ի
503,վտակներ,վտակ,ներ
504,շահառուի,շահառու,ի
505,կոճակը,կոճակ,ը
506,առաստաղը,առաստաղ,ը
507,չտեսնել,չ,տեսնել
508,պարբերությունից,պարբերություն,ից
509,քննադատներից,քննադատ,ներից
510,հարաբերությունների,հարաբերություն,ների
511,քանդելու,քանդել,ու
512,հեծանիվով,հեծանիվ,ով
513,ակտիվների,ակտիվ,ների
514,Մաշտոցից,Մաշտոց,ից
515,համալսարանի,համալսարան,ի
516,Պետրոսյանի,Պետրոսյան,ի
517,մեծագույն,մեծ,ագույն
518,վարչապետի,վարչապետ,ի
519,մեջը,մեջ,ը
520,մարդու,մարդ,ու
521,լեռնավահանի,լեռնավահան,ի
522,խոցին,խոց,ին
523,կայքերի,կայք,երի
524,դատարանի,դատարան,ի
525,շարժումները,շարժում,ները
526,ճիշտը,ճիշտ,ը
527,հնչերանգի,հնչերանգ,ի
528,աշխատանքում,աշխատանք,ում
529,Թվիթերը,Թվիթեր,ը
530,կողքն,կողք,ն
531,տուրքերի,տուրք,երի
532,կոչը,կոչ,ը
533,լոքդաունի,լոքդաուն,ի
534,վրատակով,վրատակ,ով
535,դեմքերի,դեմք,երի
536,ոլորտի,ոլորտ,ի
537,գնալով,գնալ,ով
538,հուսադրանքի,հուսադրանք,ի
539,արվեստաբանին,արվեստաբան,ին
540,անտառին,անտառ,ին
541,հողով,հող,ով
542,Սահարայի,Սահարա,յի
543,դրամով,դրամ,ով
544,դպրոցների,դպրոց,ների
545,Երկիրը,Երկիր,ը
546,առածով,առած,ով
547,հարցերը,հարց,երը
548,սոխեր,սոխ,եր
549,ազգերից,ազգ,երից
550,ականջից,ականջ,ից
551,գաղտնախորշերը,գաղտնախորշ,երը
552,որոշումներ,որոշում,ներ
553,կորոնավիրուսի,կորոնավիրուս,ի
554,բաժինը,բաժին,ը
555,պլենդուզից,պլենդուզ,ից
556,ալիքներ,ալիք,ներ
557,վտակներից,վտակ,ներից
558,Մոսկվայով,Մոսկվա,յով
559,գլոբուսը,գլոբուս,ը
560,օդանավից,օդանավ,ից
561,գործողությունը,գործողություն,ը
562,լսարանն,լսարան,ն
563,ծխելիս,ծխել,իս
564,ցայտնոտի,ցայտնոտ,ի
565,Աշոտյանն,Աշոտյան,ն
566,գողանալիս,գողանալ,իս
567,մարմինն,մարմին,ն
568,արգելոցի,արգելոց,ի
569,ասոցիացիայի,ասոցիացիա,յի
570,գործով,գործ,ով
571,բառով,բառ,ով
572,մարդը,մարդ,ը
573,տեսակի,տեսակ,ի
574,երկուսը,երկուս,ը
575,Ալիխանյանի,Ալիխանյան,ի
576,հեգնանքով,հեգնանք,ով
577,իրավահարաբերությունների,իրավահարաբերություն,ների
578,ծունկը,ծունկ,ը
579,շքեղությունը,շքեղություն,ը
580,հաստատելու,հաստատել,ու
581,երիտասարդիդ,երիտասարդ,իդ
582,հողի,հող,ի
583,վարչակազմը,վարչակազմ,ը
584,գիրքն,գիրք,ն
585,երկուսին,երկուս,ին
586,ավազանի,ավազան,ի
587,ընկերներին,ընկեր,ներին
588,Համբարձումյանի,Համբարձումյան,ի
589,տեղում,տեղ,ում
590,արդյունքը,արդյունք,ը
591,վերջերս,վերջ,երս
592,Թուրանի,Թուրան,ի
593,կոչվելու,կոչվել,ու
594,Սեչինի,Սեչին,ի
595,գնահատականը,գնահատական,ը
596,սիրապարի,սիրապար,ի
597,ուժի,ուժ,ի
598,Բոդեի,Բոդե,ի
599,իմաստունի,իմաստուն,ի
600,շահածի,շահած,ի
601,եվրոպացիք,եվրոպացի,ք
602,բացելու,բացել,ու
603,կարողությունները,կարողություն,ները
604,գործարանի,գործարան,ի
605,Պիկասոն,Պիկասո,ն
606,վեճերին,վեճ,երին
607,համակցությունը,համակցություն,ը
608,վերքին,վերք,ին
609,Տելեգրամը,Տելեգրամ,ը
610,մաշկն,մաշկ,ն
611,ժամկետների,ժամկետ,ների
612,դեկադենսի,դեկադենս,ի
613,էկոհամակարգերը,էկոհամակարգ,երը
614,ստորոտին,ստորոտ,ին
615,բախտի,բախտ,ի
616,ջերմաստիճաններով,ջերմաստիճան,ներով
617,գործի,գործ,ի
618,արգելափակումները,արգելափակում,ները
619,ծաղկամանի,ծաղկաման,ի
620,օխրանկան,օխրանկա,ն
621,մրցանակաբաշխությունը,մրցանակաբաշխություն,ը
622,Անջելեսում,Անջելես,ում
623,իրավիճակը,իրավիճակ,ը
624,սարսուռը,սարսուռ,ը
625,մակարդակն,մակարդակ,ն
626,երեկվա,երեկ,վա
627,սեղանի,սեղան,ի
628,հաղթանակի,հաղթանակ,ի
629,անվանակարգերի,անվանակարգ,երի
630,արածն,արած,ն
631,տուգանքների,տուգանք,ների
632,ճանապարհով,ճանապարհ,ով
633,բանաստեղծներից,բանաստեղծ,ներից
634,բամբակների,բամբակ,ների
635,թանգարանը,թանգարան,ը
636,կինոփառատոնը,կինոփառատոն,ը
637,Գեղարքունիքի,Գեղարքունիք,ի
638,ձեռքերը,ձեռք,երը
639,մյուսները,մյուս,ները
640,հավակնորդները,հավակնորդ,ները
641,հիվանդությունների,հիվանդություն,ների
642,որում,որ,ում
643,խախտողը,խախտող,ը
644,հոդվածը,հոդված,ը
645,լանջերից,լանջ,երից
646,շարժումներն,շարժում,ներն
647,կարծիքի,կարծիք,ի
648,շատերն,շատ,երն
649,կազմում,կազմ,ում
650,հրատարակիչների,հրատարակիչ,ների
651,մարքսիստներ,մարքսիստ,ներ
652,Արարատի,Արարատ,ի
653,շատերը,շատ,երը
654,մեղադրանքներից,մեղադրանք,ներից
655,նամակը,նամակ,ը
656,Փիթի,Փիթ,ի
657,արվեստանոցից,արվեստանոց,ից
658,հատվածը,հատված,ը
659,թերթը,թերթ,ը
660,սահմաններում,սահման,ներում
661,թվականից,թվական,ից
662,գաղտնիքի,գաղտնիք,ի
663,ավարտին,ավարտ,ին
664,նվերը,նվեր,ը
665,Օքսֆորդի,Օքսֆորդ,ի
666,Լելիոյի,Լելիո,յի
667,անտառներում,անտառ,ներում
668,պատճառով,պատճառ,ով
669,որը,որ,ը
670,հավերժահարսի,հավերժահարս,ի
671,Շպռոտը,Շպռոտ,ը
672,տեքստը,տեքստ,ը
673,ընթերցողի,ընթերցող,ի
674,հարևանի,հարևան,ի
675,դեպքերը,դեպք,երը
676,գնալու,գնալ,ու
677,հանձնաժողովը,հանձնաժողով,ը
678,իջնելուց,իջնել,ուց
679,հարթակների,հարթակ,ների
680,էջը,էջ,ը
681,լեռների,լեռ,ների
682,Սևիջը,Սևիջ,ը
683,փիլիսոփաներ,փիլիսոփա,ներ
684,խոսքի,խոսք,ի
685,քնքշանքով,քնքշանք,ով
686,հայցը,հայց,ը
687,դասարանները,դասարան,ները
688,օգտատերերին,օգտատեր,երին
689,Հայքի,Հայք,ի
690,քարի,քար,ի
691,ադմինիստրացիան,ադմինիստրացիա,ն
692,արդուկը,արդուկ,ը
693,զգուշությունն,զգուշություն,ն
694,Չինաստանի,Չինաստան,ի
695,նկարներ,նկար,ներ
696,դիրքը,դիրք,ը
697,րոպեում,րոպե,ում
698,մուտքի,մուտք,ի
699,երկրացին,երկրացի,ն
700,մարմինը,մարմին,ը
701,շեյթանի,շեյթան,ի
702,կոնսերվատորիայի,կոնսերվատորիա,յի
703,հարկում,հարկ,ում
704,թվականն,թվական,ն
705,աշխատատեղերի,աշխատատեղ,երի
706,մասնակցելու,մասնակցել,ու
707,անձնագիրն,անձնագիր,ն
708,ազգերի,ազգ,երի
709,անձի,անձ,ի
710,Սարյանների,Սարյան,ների
711,տակից,տակ,ից
712,այնտեղից,այնտեղ,ից
713,վախի,վախ,ի
714,կտրելուն,կտրել,ուն
715,հայացքով,հայացք,ով
716,իշխանություններն,իշխանություն,ներն
717,գանձելու,գանձել,ու
718,հետևանքների,հետևանք,ների
719,ընտանիքի,ընտանիք,ի
720,հիշելու,հիշել,ու
721,Մաթևոսյանը,Մաթևոսյան,ը
722,ներդրումը,ներդրում,ը
723,լուսանկարները,լուսանկար,ները
724,անապատի,անապատ,ի
725,տակի,տակ,ի
726,թերթերում,թերթ,երում
727,Թուրքիան,Թուրքիա,ն
728,անվանումն,անվանում,ն
729,նկատառումներն,նկատառում,ներն
730,օրը,օր,ը
731,հրաշքը,հրաշք,ը
732,ձայնը,ձայն,ը
733,նկատողություններ,նկատողություն,ներ
734,որոշումը,որոշում,ը
735,ներկայացուցիչներին,ներկայացուցիչ,ներին
736,անկուշտներ,անկուշտ,ներ
737,Արևմուտքից,Արևմուտք,ից
738,հղիությունը,հղիություն,ը
739,ժողովուրդն,ժողովուրդ,ն
740,արձանը,արձան,ը
741,տնեցիների,տնեցի,ների
742,առջևով,առջև,ով
743,ժամկետի,ժամկետ,ի
744,Թումանյանը,Թումանյան,ը
745,դատարանն,դատարան,ն
746,սրճարանում,սրճարան,ում
747,դիտելու,դիտել,ու
748,գործողություններ,գործողություն,ներ
749,Մատյանի,Մատյան,ի
750,գծանկարները,գծանկար,ները
751,ձևակերպումով,ձևակերպում,ով
752,բնույթի,բնույթ,ի
753,իշխանությունն,իշխանություն,ն
