,full_word,pt1,rest
96,მიჰყვება,მიჰ,ყვება
97,მაისის,მაისი,ს
98,სიმშვიდეს,სიმშვიდე,ს
99,სიცილ-კისკისით,სიცილ-კისკისი,თ
100,შარაგზას,შარაგზა,ს
101,ჩვენს,ჩვენ,ს
102,ყურადღებას,ყურადღება,ს
103,ბარგით,ბარგი,თ
104,გლეხის,გლეხი,ს
105,ღვინოს,ღვინო,ს
106,მცოდნენი,მცოდნე,ნი
107,უპირატესობას,უპირატესობა,ს
108,სამშობლოდ,სამშობლო,დ
109,კაბინეტის,კაბინეტი,ს
110,რუსეთის,რუსეთი,ს
111,კვლევა-ძიებას,კვლევა-ძიება,ს
112,მნიშვნელობას,მნიშვნელობა,ს
113,მხარეს,მხარე,ს
114,სახელმძღვანელოს,სახელმძღვანელო,ს
115,შედგენას,შედგენა,ს
116,საიდუმლოდ,საიდუმლო,დ
117,ახვლედიანის,ახვლედიანი,ს
118,სამწუხაროდ,სამწუხარო,დ
119,წარსულისა,წარსული,სა
120,უდარდელობას,უდარდელობა,ს
121,საკითხის,საკითხი,ს
122,ორგანიზაციას,ორგანიზაცია,ს
123,პროცესის,პროცესი,ს
124,დაყოფას,დაყოფა,ს
125,საშუალებას,საშუალება,ს
126,მხარეები,მხარე,ები
127,თვალსაზრისით,თვალსაზრისი,თ
128,კომპლექსის,კომპლექსი,ს
129,ჩიტაიამ,ჩიტაია,მ
130,მოიცავს,მოი,ცავს
131,დროს,დრო,ს
132,ჟესტიც,ჟესტი,ც
133,ნება-სურვილის,ნება-სურვილი,ს
134,ხიდის,ხიდი,ს
135,გააერთიანებს,გა,აერთიანებს
136,ველის,ველი,ს
137,დრტვინვას,დრტვინვა,ს
138,დარბაზის,დარბაზი,ს
139,ბაქო-ბათუმის,ბაქო-ბათუმი,ს
140,ნავთობის,ნავთობი,ს
141,ნავთობსადენის,ნავთობსადენი,ს
142,ტვირთის,ტვირთი,ს
143,გამოც,გამო,ც
144,სამუშაოები,სამუშაო,ები
145,წესით,წესი,თ
146,ხელფასის,ხელფასი,ს
147,პლაჟით,პლაჟი,თ
148,ქალაქის,ქალაქი,ს
149,ღირსშესანიშნაობას,ღირსშესანიშნაობა,ს
150,წარმოადგენს,წარმო,ადგენს
151,ბათუმის,ბათუმი,ს
152,შეფასებასაც,შეფასება,საც
153,ისახავს,ი,სახავს
154,ტრიმესტრის,ტრიმესტრი,ს
155,აღწერს,აღ,წერს
156,მხარეებს,მხარე,ებს
157,მოსწავლეებმა,მოსწავლე,ებმა
158,ტესტის,ტესტი,ს
159,მოსწავლეები,მოსწავლე,ები
160,მოსწავლეებს,მოსწავლე,ებს
161,ზემოთ,ზემო,თ
162,მინისტრის,მინისტრი,ს
163,წესის,წესი,ს
164,ცვლილებაცა,ცვლილება,ცა
165,აღასრულებს,აღ,ასრულებს
166,განაგებს,გან,აგებს
167,სახელმწიფოს,სახელმწიფო,ს
168,საქმეებსა,საქმე,ებსა
169,სექტორის,სექტორი,ს
170,დაძაბულობას,დაძაბულობა,ს
171,გავრცელებაც,გავრცელება,ც
172,პირის,პირი,ს
173,სისხლის,სისხლი,ს
174,ყოველივე,ყოველი,ვე
175,უფლებათა,უფლება,თა
176,წრეები,წრე,ები
177,როგორც,როგორ,ც
178,წარსულის,წარსული,ს
179,კანონის,კანონი,ს
180,პრობლემას,პრობლემა,ს
181,კრიტიკას,კრიტიკა,ს
182,ინფორმაციას,ინფორმაცია,ს
183,იგივე,იგი,ვე
184,შელახვას,შელახვა,ს
185,კლებას,კლება,ს
186,ორგანოების,ორგანო,ების
187,უკმაყოფილებას,უკმაყოფილება,ს
188,ხელისუფლებას,ხელისუფლება,ს
189,უნივერსიტეტის,უნივერსიტეტი,ს
190,შედარებას,შედარება,ს
191,მოითხოვს,მოი,თხოვს
192,ბალანსის,ბალანსი,ს
193,დაცვას,დაცვა,ს
194,მონაწილეობასა,მონაწილეობა,სა
195,შეფასებას,შეფასება,ს
196,ანგარიშის,ანგარიში,ს
197,მონიტორინგისა,მონიტორინგი,სა
198,საყოველთაოდ,საყოველთაო,დ
199,ზეც,ზე,ც
